time_s,amcl_x,amcl_y,amcl_qz,amcl_qw,filtered_vx,filtered_wz,left_velocity (rps),right_velocity (rps),left_rps,right_rps,voltage
0.0,,,,,0.0000,0.0000,0.0000,-0.0000,0.0000,-0.0076,51.9387
0.5,,,,,0.0000,0.0056,0.0000,-0.0000,0.0000,0.0000,51.9081
1.0,,,,,0.0000,0.0011,0.0000,-0.0000,0.0000,-0.0153,51.9694
1.5,,,,,0.0011,-0.0011,0.0000,-0.0000,0.0000,0.0000,51.9234
2.0,,,,,-0.0006,0.0000,0.0000,-0.0000,0.0000,0.0229,51.9387
2.5,,,,,-0.0001,-0.0011,0.0000,-0.0000,0.0000,0.0229,51.9081
3.0,,,,,0.0003,0.0000,0.0000,-0.0000,0.0000,0.0229,51.9234
3.5,0.0000,0.0000,0.0000,1.0000,-0.0003,0.0000,0.0000,-0.0000,0.0000,0.0000,51.9234
4.0,0.0000,0.0000,0.0000,1.0000,-0.0002,-0.0000,0.0000,-0.0000,0.0000,0.0000,51.9234
4.5,0.0000,0.0000,0.0000,1.0000,-0.0015,-0.0022,0.0000,-0.0000,0.0000,-0.0076,51.9387
5.0,0.0000,0.0000,0.0000,1.0000,0.0007,0.0000,0.0000,-0.0000,0.0000,0.0000,51.9081
5.5,0.0000,0.0000,0.0000,1.0000,0.0009,-0.0022,0.0000,-0.0000,0.0000,0.0000,51.8775
6.0,0.0000,0.0000,0.0000,1.0000,0.0009,0.0011,0.0000,-0.0000,0.0000,0.0000,51.9387
6.5,0.0000,0.0000,0.0000,1.0000,-0.0005,0.0033,0.0000,-0.0000,0.0000,0.0229,51.9387
7.0,0.0000,0.0000,0.0000,1.0000,-0.0002,-0.0000,0.0000,-0.0000,0.0000,0.0000,51.9387
7.5,0.0000,0.0000,0.0000,1.0000,-0.0008,-0.0033,0.0000,-0.0000,0.0000,0.0000,51.8928
8.0,0.0000,0.0000,0.0000,1.0000,0.0014,0.0011,0.0000,-0.0000,0.0000,0.0000,51.9694
8.5,0.0000,0.0000,0.0000,1.0000,-0.0002,0.0000,0.0000,-0.0000,0.0000,0.0000,51.9541
9.0,0.0000,0.0000,0.0000,1.0000,-0.0000,0.0022,0.0000,-0.0000,0.0000,0.0000,51.9694
9.5,0.0000,0.0000,0.0000,1.0000,0.0001,0.0000,0.0000,-0.0000,0.0000,-0.0153,51.9081
10.0,0.0000,0.0000,0.0000,1.0000,-0.0011,0.0000,0.0000,-0.0000,0.0000,0.0000,51.9694
10.5,0.0000,0.0000,0.0000,1.0000,-0.0008,0.0000,0.0000,-0.0000,0.0000,0.0000,51.9541
11.0,0.0000,0.0000,0.0000,1.0000,0.0004,-0.0011,0.0000,-0.0000,0.0000,-0.0076,51.9081
11.5,0.0000,0.0000,0.0000,1.0000,-0.0014,-0.0000,0.0000,-0.0000,0.0000,0.0000,51.9387
12.0,0.0000,0.0000,0.0000,1.0000,0.0018,0.0011,0.0000,-0.0000,0.0000,0.0000,51.8775
12.5,0.0000,0.0000,0.0000,1.0000,-0.0009,-0.4467,0.0000,-0.0000,0.1602,0.1984,51.9541
13.0,0.0127,-0.0016,-0.1725,0.9850,-0.0273,-1.1922,0.0000,-0.0000,0.3815,0.4959,51.9234
13.5,0.0453,-0.0139,-0.3650,0.9310,-0.0030,-0.0700,0.0000,-0.0000,0.1144,-0.0381,51.9234
14.0,0.0453,-0.0139,-0.3650,0.9310,0.0896,-0.1111,0.0000,-0.0000,0.1144,-0.0992,51.8928
14.5,0.0786,-0.0461,-0.4111,0.9116,0.0162,-0.0067,0.0000,-0.0000,0.0000,0.0076,51.9387
15.0,0.0786,-0.0461,-0.4111,0.9116,0.0113,-0.3922,0.0000,-0.0000,0.1602,0.1297,51.9541
15.5,0.0998,-0.0613,-0.4593,0.8883,0.0112,-0.2511,0.0000,-0.0000,0.1831,0.0153,51.9541
16.0,0.1090,-0.0686,-0.5091,0.8607,0.0966,-0.5222,0.0000,-0.0000,0.2899,0.0229,51.8469
16.5,0.1366,-0.1200,-0.6242,0.7812,0.0658,-0.9800,0.0000,-0.0000,0.4272,0.3128,51.9081
