time_s,amcl_x,amcl_y,amcl_qz,amcl_qw,filtered_vx,filtered_wz,left_velocity (rps),right_velocity (rps),left_rps,right_rps,voltage
0.0,,,,,,,0.0000,-0.0000,0.0000,0.0000,51.8316
0.5,,,,,,,0.0000,-0.0000,0.0000,0.0000,51.8469
1.0,,,,,0.0000,0.0067,0.0000,-0.0000,0.0000,0.0000,51.9234
1.5,,,,,0.0000,0.0033,0.0000,-0.0000,0.0000,0.0000,51.9081
2.0,,,,,-0.0000,-0.0011,0.0000,-0.0000,0.0000,0.0000,51.8469
2.5,,,,,-0.0000,0.0011,0.0000,-0.0000,0.0000,0.0000,51.8928
3.0,0.0000,0.0000,0.0000,1.0000,-0.0000,0.0011,0.0000,-0.0000,0.0000,0.0000,51.8622
3.5,0.0000,0.0000,0.0000,1.0000,-0.0000,0.0000,0.0000,-0.0000,0.0000,0.0000,51.8622
4.0,0.0000,0.0000,0.0000,1.0000,-0.0000,0.0011,0.0000,-0.0000,0.0000,0.0000,51.8469
4.5,0.0000,0.0000,0.0000,1.0000,-0.0000,-0.0011,0.0000,-0.0000,0.0000,0.0000,51.8469
5.0,0.0000,0.0000,0.0000,1.0000,-0.0011,0.0000,0.0000,-0.0000,0.0000,0.0000,51.8622
5.5,0.0000,0.0000,0.0000,1.0000,-0.0004,-0.0022,0.0000,-0.0000,0.0000,0.0153,51.8622
6.0,0.0000,0.0000,0.0000,1.0000,-0.0004,0.0000,0.0000,-0.0000,0.0000,0.0000,51.9081
6.5,0.0000,0.0000,0.0000,1.0000,0.0000,0.0000,0.0000,-0.0000,0.0000,0.0076,51.8316
7.0,0.0000,0.0000,0.0000,1.0000,0.0010,-0.0022,0.0000,-0.0000,0.0000,0.0000,51.8469
7.5,0.0000,0.0000,0.0000,1.0000,-0.0005,-0.0000,0.0000,-0.0000,0.0000,0.0000,51.8163
8.0,0.0000,0.0000,0.0000,1.0000,-0.0004,-0.0011,0.0000,-0.0000,0.0000,-0.0076,51.8775
8.5,0.0000,0.0000,0.0000,1.0000,0.0002,-0.0011,0.0000,-0.0000,0.0000,0.0229,51.9081
9.0,0.0000,0.0000,0.0000,1.0000,-0.0007,0.0033,0.0000,-0.0000,0.0000,0.0000,51.8469
9.5,0.0000,0.0000,0.0000,1.0000,-0.0000,0.0011,0.0000,-0.0000,0.0000,0.0000,51.8622
10.0,0.0000,0.0000,0.0000,1.0000,0.0001,0.0011,0.0000,-0.0000,0.0000,0.0000,51.8622
10.5,0.0000,0.0000,0.0000,1.0000,0.0000,-0.0000,0.0000,-0.0000,0.0000,0.0000,51.8469
11.0,0.0000,0.0000,0.0000,1.0000,0.0000,-0.0000,0.0000,-0.0000,0.0000,0.0000,51.8163
11.5,0.0000,0.0000,0.0000,1.0000,0.0000,0.0000,0.0000,-0.0000,0.0000,0.0000,51.8622
12.0,0.0000,0.0000,0.0000,1.0000,0.0000,0.0011,0.0000,-0.0000,0.0000,0.0000,51.8469
12.5,0.0000,0.0000,0.0000,1.0000,0.0000,0.0011,0.0000,-0.0000,0.0000,0.0000,51.8622
13.0,0.0000,0.0000,0.0000,1.0000,0.0000,-0.0011,0.0000,-0.0000,0.0000,0.0000,51.8469
13.5,0.0000,0.0000,0.0000,1.0000,0.0000,-0.0011,0.0000,-0.0000,0.0000,0.0000,51.8316
14.0,0.0000,0.0000,0.0000,1.0000,0.0000,-0.0000,0.0000,-0.0000,0.0000,0.0000,51.8928
14.5,0.0000,0.0000,0.0000,1.0000,0.0000,0.0011,0.0000,-0.0000,0.0000,0.0000,51.8622
15.0,0.0000,0.0000,0.0000,1.0000,0.0000,-0.0022,0.0000,-0.0000,0.0000,0.0000,51.8928
15.5,0.0000,0.0000,0.0000,1.0000,0.0000,0.0000,0.0000,-0.0000,0.0000,0.0000,51.8622
16.0,0.0000,0.0000,0.0000,1.0000,0.0000,0.0011,0.0000,-0.0000,0.0000,0.0000,51.8163
16.5,0.0000,0.0000,0.0000,1.0000,0.0000,0.0000,0.0000,-0.0000,0.0000,0.0000,51.8622
17.0,0.0000,0.0000,0.0000,1.0000,0.0000,-0.0000,0.0000,-0.0000,0.0000,0.0000,51.8010
17.5,0.0000,0.0000,0.0000,1.0000,0.0000,-0.0022,0.0000,-0.0000,0.0000,0.0000,51.8469
18.0,0.0000,0.0000,0.0000,1.0000,0.0000,-0.0011,0.0000,-0.0000,0.0000,0.0000,51.8469
18.5,0.0000,0.0000,0.0000,1.0000,0.0000,-0.0022,0.0000,-0.0000,0.0000,0.0000,51.8469
19.0,0.0000,0.0000,0.0000,1.0000,0.0000,0.0000,0.0000,-0.0000,0.0000,0.0000,51.8622
19.5,0.0000,0.0000,0.0000,1.0000,0.0000,0.0011,0.0000,-0.0000,0.0000,0.0000,51.8163
20.0,0.0000,0.0000,0.0000,1.0000,0.0000,-0.0011,0.0000,-0.0000,0.0000,0.0000,51.7244
20.5,0.0000,0.0000,0.0000,1.0000,0.0000,-0.0000,0.0000,-0.0000,0.0000,0.0000,51.8928
21.0,0.0000,0.0000,0.0000,1.0000,0.0000,0.0011,0.0000,-0.0000,0.0000,0.0000,51.8316
21.5,0.0000,0.0000,0.0000,1.0000,-0.0001,-0.0000,0.0000,-0.0000,0.0000,0.0000,51.8316
22.0,0.0000,0.0000,0.0000,1.0000,-0.0001,0.0011,0.0000,-0.0000,0.0000,0.0000,51.7857
22.5,0.0000,0.0000,0.0000,1.0000,0.0000,0.0000,0.0000,-0.0000,0.0000,0.0000,51.8163
23.0,0.0000,0.0000,0.0000,1.0000,-0.0002,-0.0022,0.0000,-0.0000,0.0000,0.0000,51.8928
23.5,0.0000,0.0000,0.0000,1.0000,0.0000,0.0000,0.0000,-0.0000,0.0000,0.0000,51.9081
24.0,0.0000,0.0000,0.0000,1.0000,0.0000,-0.0011,0.0000,-0.0000,0.0000,0.0000,51.8469
24.5,0.0000,0.0000,0.0000,1.0000,0.0000,-0.0011,0.0000,-0.0000,0.0000,0.0000,51.8622
25.0,0.0000,0.0000,0.0000,1.0000,0.0000,-0.0011,0.0000,-0.0000,0.0000,0.0000,51.8469
25.5,0.0000,0.0000,0.0000,1.0000,0.0000,-0.0011,0.0000,-0.0000,0.0000,0.0000,51.8622
26.0,0.0000,0.0000,0.0000,1.0000,0.0000,0.0000,0.0000,-0.0000,0.0000,0.0000,51.8775
26.5,0.0000,0.0000,0.0000,1.0000,0.0000,-0.0011,0.0000,-0.0000,0.0000,0.0000,51.8163
27.0,0.0000,0.0000,0.0000,1.0000,0.0000,0.0011,0.0000,-0.0000,0.0000,0.0000,51.9081
27.5,0.0000,0.0000,0.0000,1.0000,0.0000,0.0011,0.0000,-0.0000,0.0000,0.0000,51.8928
28.0,0.0000,0.0000,0.0000,1.0000,0.0000,0.0022,0.0000,-0.0000,0.0000,0.0000,51.9081
28.5,0.0000,0.0000,0.0000,1.0000,0.0000,0.0011,0.0000,-0.0000,0.0000,0.0000,51.9234
29.0,0.0000,0.0000,0.0000,1.0000,0.0000,-0.0000,0.0000,-0.0000,0.0000,0.0000,51.8316
29.5,0.0000,0.0000,0.0000,1.0000,0.0000,-0.0000,0.0000,-0.0000,0.0000,0.0000,51.8010
30.0,0.0000,0.0000,0.0000,1.0000,0.0000,0.0000,0.0000,-0.0000,0.0000,0.0000,51.8469
30.5,0.0000,0.0000,0.0000,1.0000,0.0000,-0.0000,0.0000,-0.0000,0.0000,0.0000,51.8622
31.0,0.0000,0.0000,0.0000,1.0000,0.0000,0.0022,0.0000,-0.0000,0.0000,0.0000,51.8469
31.5,0.0000,0.0000,0.0000,1.0000,0.0000,-0.0011,0.0000,-0.0000,0.0000,0.0000,51.7857
32.0,0.0000,0.0000,0.0000,1.0000,0.0000,-0.0022,0.0000,-0.0000,0.0000,0.0000,51.8928
32.5,0.0000,0.0000,0.0000,1.0000,0.0000,-0.0022,0.0000,-0.0000,0.0000,0.0000,51.8469
33.0,0.0000,0.0000,0.0000,1.0000,0.0000,-0.0000,0.0000,-0.0000,0.0000,0.0000,51.8775
33.5,0.0000,0.0000,0.0000,1.0000,0.0000,-0.0022,0.0000,-0.0000,0.0000,0.0000,51.8163
34.0,0.0000,0.0000,0.0000,1.0000,0.0000,0.0011,0.0000,-0.0000,0.0000,0.0000,51.7857
34.5,0.0000,0.0000,0.0000,1.0000,0.0000,0.0011,0.0000,-0.0000,0.0000,0.0000,51.8469
35.0,0.0000,0.0000,0.0000,1.0000,0.0000,-0.0022,0.0000,-0.0000,0.0000,0.0000,51.8469
35.5,0.0000,0.0000,0.0000,1.0000,0.0000,0.0011,0.0000,-0.0000,0.0000,0.0000,51.8775
36.0,0.0000,0.0000,0.0000,1.0000,0.0000,-0.0022,0.0000,-0.0000,0.0000,0.0000,51.8622
36.5,0.0000,0.0000,0.0000,1.0000,0.0000,-0.0000,0.0000,-0.0000,0.0000,0.0000,51.8469
37.0,0.0000,0.0000,0.0000,1.0000,0.0000,0.0000,0.0000,-0.0000,0.0000,0.0000,51.8622
37.5,0.0000,0.0000,0.0000,1.0000,0.0000,0.0011,0.0000,-0.0000,0.0000,0.0000,51.8163
38.0,0.0000,0.0000,0.0000,1.0000,0.0000,0.0011,0.0000,-0.0000,0.0000,0.0000,51.7857
38.5,0.0000,0.0000,0.0000,1.0000,0.0000,-0.0022,0.0000,-0.0000,0.0000,0.0000,51.8469
39.0,0.0000,0.0000,0.0000,1.0000,0.0000,-0.0022,0.0000,-0.0000,0.0000,0.0000,51.8622
39.5,0.0000,0.0000,0.0000,1.0000,0.0000,-0.0000,0.0000,-0.0000,0.0000,0.0000,51.8469
40.0,0.0000,0.0000,0.0000,1.0000,0.0000,-0.0000,0.0000,-0.0000,0.0000,0.0000,51.8163
40.5,0.0000,0.0000,0.0000,1.0000,0.0000,-0.0000,0.0000,-0.0000,0.0000,0.0000,51.8316
41.0,0.0000,0.0000,0.0000,1.0000,0.0000,0.0011,0.0000,-0.0000,0.0000,0.0000,51.8469
41.5,0.0000,0.0000,0.0000,1.0000,0.0000,0.0011,0.0000,-0.0000,0.0000,0.0000,51.8775
42.0,5.7743,0.5901,0.0841,0.9965,0.0000,0.0000,0.0000,-0.0000,0.0000,0.0000,51.8622
42.5,5.7743,0.5901,0.0841,0.9965,0.0000,0.0011,0.0000,-0.0000,0.0000,0.0000,51.8622
43.0,5.7743,0.5901,0.0841,0.9965,0.0003,-0.0011,0.0000,-0.0000,0.0229,-0.0229,51.8469
43.5,5.7743,0.5901,0.0841,0.9965,0.1452,0.0778,0.0000,-0.0000,0.5569,-0.6256,51.8010
44.0,5.9183,0.5868,0.1034,0.9946,0.2525,0.0333,0.0000,-0.0000,0.0534,-0.0992,51.8316
44.5,5.9183,0.5868,0.1034,0.9946,-0.0910,-0.0378,0.0000,-0.0000,-0.5035,0.5417,51.7857
45.0,5.9183,0.5868,0.1034,0.9946,-0.3272,0.1311,0.0000,-0.0000,-0.4349,0.3815,51.8010
45.5,5.8604,0.5646,0.1394,0.9902,-0.0869,0.0022,0.0000,-0.0000,0.0000,0.0000,51.8469
46.0,5.8604,0.5646,0.1394,0.9902,0.0019,-0.0056,0.0000,-0.0000,0.0381,-0.0305,51.8010
46.5,5.8604,0.5646,0.1394,0.9902,0.0693,-0.0911,0.0000,-0.0000,0.1907,-0.1450,51.8316
47.0,5.8604,0.5646,0.1394,0.9902,-0.0003,-0.0500,0.0000,-0.0000,-0.2289,0.2518,51.8163
47.5,5.8604,0.5646,0.1394,0.9902,-0.2794,-0.0933,0.0000,-0.0000,-0.7706,0.8392,51.7704
48.0,5.7755,0.5214,0.1000,0.9950,-0.3235,-0.0411,0.0000,-0.0000,-0.2060,0.2441,51.8010
