time_s,odom_yaw_deg,imu_qx,imu_qy,imu_qz,imu_qw,imu_yaw_deg,ekf_yaw_deg
1777024326.31,13.12,0.01,-0.01,-0.20,0.98,-22.64,-22.66
1777024326.41,13.09,0.01,-0.01,-0.20,0.98,-22.68,-22.71
1777024326.51,12.98,0.01,-0.01,-0.20,0.98,-22.68,-22.71
1777024326.61,13.15,0.01,-0.01,-0.20,0.98,-22.66,-22.69
1777024326.71,13.21,0.01,-0.01,-0.20,0.98,-22.66,-22.70
1777024326.81,13.12,0.01,-0.01,-0.20,0.98,-22.64,-22.65
1777024326.91,13.30,0.01,-0.01,-0.20,0.98,-22.64,-22.66
1777024327.01,13.41,0.01,-0.01,-0.20,0.98,-22.64,-22.65
1777024327.11,13.44,0.01,-0.01,-0.20,0.98,-22.63,-22.65
1777024327.21,13.67,0.01,-0.01,-0.20,0.98,-22.64,-22.66
1777024327.31,13.79,0.01,-0.01,-0.20,0.98,-22.65,-22.67
1777024327.41,13.79,0.01,-0.01,-0.20,0.98,-22.67,-22.68
1777024327.51,13.67,0.01,-0.01,-0.20,0.98,-22.70,-22.71
1777024327.61,13.64,0.01,-0.01,-0.20,0.98,-22.73,-22.75
1777024327.71,13.59,0.01,-0.01,-0.20,0.98,-22.84,-22.85
1777024327.81,13.59,0.01,-0.01,-0.20,0.98,-22.95,-22.94
1777024327.91,13.47,0.01,-0.01,-0.20,0.98,-23.10,-23.09
1777024328.01,13.30,0.01,-0.01,-0.20,0.98,-23.15,-23.16
1777024328.11,13.47,0.01,-0.01,-0.20,0.98,-23.19,-23.20
1777024328.21,13.47,0.01,-0.01,-0.20,0.98,-23.22,-23.22
1777024328.31,13.56,0.01,-0.01,-0.20,0.98,-23.32,-23.32
1777024328.41,13.44,0.01,-0.01,-0.20,0.98,-23.45,-23.46
1777024328.51,13.41,0.01,-0.01,-0.20,0.98,-23.55,-23.55
1777024328.61,13.32,0.01,-0.01,-0.20,0.98,-23.62,-23.63
1777024328.71,13.50,0.01,-0.01,-0.21,0.98,-23.69,-23.70
1777024328.81,13.59,0.01,-0.01,-0.21,0.98,-23.80,-23.80
1777024328.91,13.61,0.01,-0.01,-0.21,0.98,-23.93,-23.93
1777024329.01,13.56,0.01,-0.01,-0.21,0.98,-23.99,-24.00
1777024329.11,13.53,0.01,-0.01,-0.21,0.98,-24.12,-24.13
1777024329.21,13.56,0.01,-0.01,-0.21,0.98,-24.13,-24.14
1777024329.31,13.61,0.01,-0.01,-0.21,0.98,-24.15,-24.16
1777024329.41,13.50,0.01,-0.01,-0.21,0.98,-24.21,-24.21
1777024329.51,13.47,0.01,-0.01,-0.21,0.98,-24.28,-24.28
1777024329.61,13.47,0.01,-0.01,-0.21,0.98,-24.33,-24.33
1777024329.71,13.44,0.01,-0.01,-0.21,0.98,-24.41,-24.41
1777024329.81,13.50,0.01,-0.01,-0.21,0.98,-24.51,-24.51
1777024329.91,13.50,0.01,-0.01,-0.21,0.98,-24.57,-24.56
1777024330.01,13.47,0.01,-0.01,-0.21,0.98,-24.58,-24.59
1777024330.11,13.64,0.01,-0.01,-0.21,0.98,-24.57,-24.59
1777024330.21,13.99,0.01,-0.01,-0.21,0.98,-24.51,-24.51
1777024330.31,14.17,0.01,-0.01,-0.21,0.98,-24.43,-24.43
1777024330.41,14.19,0.01,-0.01,-0.21,0.98,-24.42,-24.43
1777024330.51,14.37,0.01,-0.01,-0.21,0.98,-24.39,-24.39
1777024330.61,14.37,0.01,-0.01,-0.21,0.98,-24.35,-24.36
1777024330.71,14.72,0.01,-0.01,-0.21,0.98,-24.24,-24.27
1777024330.81,15.47,0.01,-0.01,-0.21,0.98,-23.87,-23.92
1777024330.91,16.28,0.01,-0.01,-0.20,0.98,-23.24,-23.31
1777024331.01,17.18,0.01,-0.01,-0.19,0.98,-22.42,-22.50
1777024331.11,17.99,0.01,-0.01,-0.19,0.98,-21.44,-21.55
1777024331.21,19.09,0.01,-0.01,-0.18,0.98,-20.34,-20.45
1777024331.31,20.66,0.01,-0.01,-0.16,0.99,-18.78,-18.96
1777024331.41,23.17,0.01,-0.01,-0.14,0.99,-16.12,-16.44
1777024331.51,26.77,0.01,-0.01,-0.11,0.99,-12.21,-12.61
1777024331.61,30.83,0.01,-0.01,-0.07,1.00,-7.87,-7.86
1777024331.71,35.00,0.01,-0.01,-0.03,1.00,-3.88,-4.20
1777024331.81,39.17,0.02,0.00,-0.01,1.00,-0.64,-0.85
1777024331.91,42.24,0.02,0.01,0.01,1.00,1.58,1.48
1777024332.01,44.21,0.02,0.01,0.02,1.00,2.83,2.81
1777024332.11,45.02,0.02,0.01,0.03,1.00,3.37,3.41
1777024332.21,45.31,0.02,0.01,0.03,1.00,3.46,3.52
1777024332.31,45.31,0.02,0.01,0.03,1.00,3.46,3.51
1777024332.41,45.31,0.02,0.01,0.03,1.00,3.45,3.51
1777024332.51,45.34,0.02,0.01,0.03,1.00,3.45,3.51
1777024332.61,45.40,0.02,0.01,0.03,1.00,3.46,3.51
1777024332.71,45.46,0.02,0.01,0.03,1.00,3.46,3.50
1777024332.81,45.46,0.02,0.01,0.03,1.00,3.46,3.50
1777024332.91,45.46,0.02,0.01,0.03,1.00,3.46,3.49
1777024333.01,45.46,0.02,0.01,0.03,1.00,3.45,3.49
1777024333.11,45.57,0.02,0.01,0.03,1.00,3.58,3.60
1777024333.21,45.80,0.02,0.01,0.03,1.00,3.79,3.88
1777024333.31,46.15,0.02,0.01,0.03,1.00,4.02,4.04
1777024333.41,46.50,0.02,0.01,0.04,1.00,4.13,4.16
1777024333.51,46.85,0.02,0.01,0.04,1.00,4.12,4.15
1777024333.61,46.79,0.02,0.01,0.04,1.00,4.07,4.10
1777024333.71,46.73,0.02,0.01,0.04,1.00,4.07,4.10
1777024333.81,46.67,0.02,0.01,0.04,1.00,4.07,4.10
1777024333.91,46.62,0.02,0.01,0.04,1.00,4.07,4.10
1777024334.01,46.56,0.02,0.01,0.04,1.00,4.07,4.09
1777024334.11,46.56,0.02,0.01,0.04,1.00,4.07,4.08
1777024334.21,46.56,0.02,0.01,0.04,1.00,4.07,4.09
1777024334.31,46.56,0.02,0.01,0.04,1.00,4.07,4.09
1777024334.41,46.56,0.02,0.01,0.04,1.00,4.08,4.09
1777024334.51,46.50,0.02,0.01,0.04,1.00,4.08,4.09
1777024334.61,46.44,0.02,0.01,0.04,1.00,4.08,4.09
1777024334.71,46.44,0.02,0.01,0.04,1.00,4.08,4.09
1777024334.81,46.44,0.02,0.01,0.04,1.00,4.08,4.09
1777024334.91,46.44,0.02,0.01,0.04,1.00,4.08,4.09
1777024335.01,46.44,0.02,0.01,0.04,1.00,4.08,4.09
1777024335.11,46.44,0.02,0.01,0.04,1.00,4.08,4.09
1777024335.21,46.44,0.02,0.01,0.04,1.00,4.08,4.09
1777024335.31,46.44,0.02,0.01,0.04,1.00,4.08,4.09
1777024335.41,46.44,0.02,0.01,0.04,1.00,4.08,4.09
1777024335.51,46.44,0.02,0.01,0.04,1.00,4.08,4.09
1777024335.61,46.44,0.02,0.01,0.04,1.00,4.08,4.08
1777024335.71,46.44,0.02,0.01,0.04,1.00,4.08,4.08
1777024335.81,46.44,0.02,0.01,0.04,1.00,4.08,4.08
1777024335.91,46.44,0.02,0.01,0.04,1.00,4.08,4.08
1777024336.01,46.44,0.02,0.01,0.04,1.00,4.08,4.09
1777024336.11,46.44,0.02,0.01,0.04,1.00,4.08,4.08
1777024336.21,46.44,0.02,0.01,0.04,1.00,4.08,4.08
1777024336.31,46.44,0.02,0.01,0.04,1.00,4.08,4.08
1777024336.41,46.44,0.02,0.01,0.04,1.00,4.08,4.08
1777024336.51,46.44,0.02,0.01,0.04,1.00,4.08,4.08
1777024336.61,46.44,0.02,0.01,0.04,1.00,4.08,4.08
1777024336.71,46.44,0.02,0.01,0.04,1.00,4.08,4.08
1777024336.81,46.44,0.02,0.01,0.04,1.00,4.08,4.08
1777024336.91,46.44,0.02,0.01,0.04,1.00,4.08,4.08
1777024337.01,46.44,0.02,0.01,0.04,1.00,4.08,4.08
1777024337.11,46.44,0.02,0.01,0.04,1.00,4.08,4.08
1777024337.21,46.44,0.02,0.01,0.04,1.00,4.08,4.08
1777024337.31,46.44,0.02,0.01,0.04,1.00,4.08,4.08
1777024337.41,46.44,0.02,0.01,0.04,1.00,4.08,4.08
1777024337.51,46.44,0.02,0.01,0.04,1.00,4.08,4.08
1777024337.61,46.41,0.02,0.01,0.04,1.00,4.08,4.08
1777024337.71,46.36,0.02,0.01,0.04,1.00,4.08,4.08
1777024337.81,46.36,0.02,0.01,0.04,1.00,4.08,4.08
1777024337.91,46.41,0.02,0.01,0.04,1.00,4.08,4.08
1777024338.01,46.47,0.02,0.01,0.04,1.00,4.08,4.08
1777024338.11,46.47,0.02,0.01,0.04,1.00,4.08,4.08
1777024338.21,46.47,0.02,0.01,0.04,1.00,4.08,4.08
1777024338.31,46.47,0.02,0.01,0.04,1.00,4.08,4.08
1777024338.41,46.47,0.02,0.01,0.04,1.00,4.08,4.08
1777024338.51,46.47,0.02,0.01,0.04,1.00,4.08,4.08
1777024338.61,46.47,0.02,0.01,0.04,1.00,4.08,4.08
1777024338.71,46.47,0.02,0.01,0.04,1.00,4.08,4.08
1777024338.81,46.47,0.02,0.01,0.04,1.00,4.08,4.08
1777024338.91,46.47,0.02,0.01,0.04,1.00,4.08,4.08
1777024339.01,46.47,0.02,0.01,0.04,1.00,4.08,4.08
1777024339.11,46.47,0.02,0.01,0.04,1.00,4.08,4.08
1777024339.21,46.47,0.02,0.01,0.04,1.00,4.08,4.08
1777024339.31,46.47,0.02,0.01,0.04,1.00,4.08,4.08
1777024339.41,46.47,0.02,0.01,0.04,1.00,4.08,4.08
1777024339.51,46.47,0.02,0.01,0.04,1.00,4.08,4.08
1777024339.61,46.47,0.02,0.01,0.04,1.00,4.08,4.08
1777024339.71,46.47,0.02,0.01,0.04,1.00,4.08,4.08
1777024339.81,46.47,0.02,0.01,0.04,1.00,4.08,4.08
1777024339.91,46.47,0.02,0.01,0.04,1.00,4.08,4.08
1777024340.01,46.47,0.02,0.01,0.04,1.00,4.08,4.08
1777024340.11,46.47,0.02,0.01,0.04,1.00,4.08,4.08
1777024340.21,46.47,0.02,0.01,0.04,1.00,4.08,4.08
1777024340.31,46.47,0.02,0.01,0.04,1.00,4.08,4.08
1777024340.41,46.47,0.02,0.01,0.04,1.00,4.08,4.08
1777024340.51,46.47,0.02,0.01,0.04,1.00,4.08,4.08
1777024340.61,46.47,0.02,0.01,0.04,1.00,4.08,4.08
1777024340.71,46.47,0.02,0.01,0.04,1.00,4.08,4.08
1777024340.81,46.64,0.02,0.01,0.04,1.00,4.08,4.08
1777024340.91,46.82,0.02,0.01,0.04,1.00,4.08,4.08
1777024341.01,46.99,0.02,0.01,0.04,1.00,4.08,4.08
1777024341.11,46.99,0.02,0.01,0.04,1.00,4.08,4.08
1777024341.21,46.99,0.02,0.01,0.04,1.00,4.08,4.08
1777024341.31,46.99,0.02,0.01,0.04,1.00,4.08,4.08
1777024341.41,46.99,0.02,0.01,0.04,1.00,4.08,4.08
1777024341.51,46.99,0.02,0.01,0.04,1.00,4.08,4.08
1777024341.61,46.99,0.02,0.01,0.04,1.00,4.08,4.08
1777024341.71,46.99,0.02,0.01,0.04,1.00,4.08,4.08
1777024341.81,46.99,0.02,0.01,0.04,1.00,4.08,4.08
1777024341.91,46.99,0.02,0.01,0.04,1.00,4.08,4.08
1777024342.01,46.99,0.02,0.01,0.04,1.00,4.08,4.08
1777024342.11,46.99,0.02,0.01,0.04,1.00,4.08,4.08
