time_s,odom_yaw_deg,imu_qx,imu_qy,imu_qz,imu_qw,imu_yaw_deg,ekf_yaw_deg
1777024203.25,,,,,,,
1777024203.31,-10.81,0.02,0.00,-0.11,0.99,-12.83,-12.83
1777024203.41,-10.81,0.02,0.00,-0.11,0.99,-12.83,-12.83
1777024203.51,-10.81,0.02,0.00,-0.11,0.99,-12.83,-12.83
1777024203.61,-10.81,0.02,0.00,-0.11,0.99,-12.83,-12.83
1777024203.71,-10.81,0.02,0.00,-0.11,0.99,-12.83,-12.83
1777024203.81,-10.81,0.02,0.00,-0.11,0.99,-12.83,-12.83
1777024203.91,-10.81,0.02,0.00,-0.11,0.99,-12.83,-12.83
1777024204.01,-10.81,0.02,0.00,-0.11,0.99,-12.83,-12.83
1777024204.11,-10.81,0.02,0.00,-0.11,0.99,-12.83,-12.83
1777024204.22,-10.81,0.02,0.00,-0.11,0.99,-12.83,-12.83
1777024204.31,-10.81,0.02,0.00,-0.11,0.99,-12.83,-12.83
1777024204.41,-10.81,0.02,0.00,-0.11,0.99,-12.83,-12.83
1777024204.51,-10.81,0.02,0.00,-0.11,0.99,-12.83,-12.83
1777024204.61,-10.81,0.02,0.00,-0.11,0.99,-12.83,-12.83
1777024204.71,-10.81,0.02,0.00,-0.11,0.99,-12.83,-12.83
1777024204.81,-10.81,0.02,0.00,-0.11,0.99,-12.83,-12.83
1777024204.91,-10.81,0.02,0.00,-0.11,0.99,-12.83,-12.83
1777024205.01,-10.81,0.02,0.00,-0.11,0.99,-12.83,-12.83
1777024205.11,-10.81,0.02,0.00,-0.11,0.99,-12.83,-12.83
1777024205.21,-10.81,0.02,0.00,-0.11,0.99,-12.83,-12.83
1777024205.31,-10.81,0.02,0.00,-0.11,0.99,-12.83,-12.83
1777024205.41,-10.81,0.02,0.00,-0.11,0.99,-12.83,-12.83
1777024205.51,-10.81,0.02,0.00,-0.11,0.99,-12.83,-12.83
1777024205.61,-10.81,0.02,0.00,-0.11,0.99,-12.83,-12.83
1777024205.71,-10.81,0.02,0.00,-0.11,0.99,-12.83,-12.83
1777024205.81,-10.81,0.02,0.00,-0.11,0.99,-12.83,-12.83
1777024205.91,-10.81,0.02,0.00,-0.11,0.99,-12.83,-12.83
1777024206.01,-10.81,0.02,0.00,-0.11,0.99,-12.83,-12.83
1777024206.11,-10.81,0.02,0.00,-0.11,0.99,-12.83,-12.83
1777024206.21,-10.81,0.02,0.00,-0.11,0.99,-12.83,-12.83
1777024206.31,-10.81,0.02,0.00,-0.11,0.99,-12.83,-12.83
1777024206.41,-10.81,0.02,0.00,-0.11,0.99,-12.83,-12.83
1777024206.51,-10.81,0.02,0.00,-0.11,0.99,-12.83,-12.83
1777024206.61,-10.81,0.02,0.00,-0.11,0.99,-12.83,-12.83
1777024206.71,-10.81,0.02,0.00,-0.11,0.99,-12.83,-12.83
1777024206.81,-10.81,0.02,0.00,-0.11,0.99,-12.83,-12.83
1777024206.91,-10.81,0.02,0.00,-0.11,0.99,-12.83,-12.83
1777024207.01,-10.81,0.02,0.00,-0.11,0.99,-12.83,-12.83
1777024207.11,-10.81,0.02,0.00,-0.11,0.99,-12.83,-12.83
1777024207.21,-10.81,0.02,0.00,-0.11,0.99,-12.83,-12.83
1777024207.31,-10.81,0.02,0.00,-0.11,0.99,-12.83,-12.83
1777024207.41,-10.81,0.02,0.00,-0.11,0.99,-12.83,-12.83
1777024207.51,-10.81,0.02,0.00,-0.11,0.99,-12.83,-12.83
1777024207.61,-10.81,0.02,0.00,-0.11,0.99,-12.83,-12.83
1777024207.71,-10.81,0.02,0.00,-0.11,0.99,-12.83,-12.83
1777024207.81,-10.81,0.02,0.00,-0.11,0.99,-12.83,-12.83
1777024207.91,-10.81,0.02,0.00,-0.11,0.99,-12.83,-12.83
1777024208.01,-10.81,0.02,0.00,-0.11,0.99,-12.83,-12.83
1777024208.11,-10.81,0.02,0.00,-0.11,0.99,-12.83,-12.83
1777024208.21,-10.81,0.02,0.00,-0.11,0.99,-12.83,-12.83
1777024208.31,-10.81,0.02,0.00,-0.11,0.99,-12.83,-12.83
1777024208.41,-10.81,0.02,0.00,-0.11,0.99,-12.83,-12.83
1777024208.51,-10.81,0.02,0.00,-0.11,0.99,-12.83,-12.83
1777024208.61,-10.81,0.02,0.00,-0.11,0.99,-12.83,-12.83
1777024208.71,-10.81,0.02,0.00,-0.11,0.99,-12.83,-12.83
1777024208.81,-10.81,0.02,0.00,-0.11,0.99,-12.83,-12.83
1777024208.91,-10.81,0.02,0.00,-0.11,0.99,-12.83,-12.83
1777024209.01,-10.81,0.02,0.00,-0.11,0.99,-12.83,-12.83
1777024209.11,-10.81,0.02,0.00,-0.11,0.99,-12.83,-12.83
1777024209.21,-10.81,0.02,0.00,-0.11,0.99,-12.83,-12.83
1777024209.31,-10.81,0.02,0.00,-0.11,0.99,-12.83,-12.83
1777024209.41,-10.81,0.02,0.00,-0.11,0.99,-12.83,-12.83
1777024209.51,-10.81,0.02,0.00,-0.11,0.99,-12.83,-12.83
1777024209.61,-10.81,0.02,0.00,-0.11,0.99,-12.83,-12.83
1777024209.71,-10.81,0.02,0.00,-0.11,0.99,-12.83,-12.83
1777024209.81,-10.81,0.02,0.00,-0.11,0.99,-12.83,-12.83
1777024209.91,-10.81,0.02,0.00,-0.11,0.99,-12.83,-12.83
1777024210.01,-10.81,0.02,0.00,-0.11,0.99,-12.83,-12.83
1777024210.11,-10.81,0.02,0.00,-0.11,0.99,-12.83,-12.83
1777024210.21,-10.81,0.02,0.00,-0.11,0.99,-12.83,-12.83
1777024210.31,-10.81,0.02,0.00,-0.11,0.99,-12.83,-12.83
1777024210.41,-10.81,0.02,0.00,-0.11,0.99,-12.83,-12.83
1777024210.51,-10.81,0.02,0.00,-0.11,0.99,-12.83,-12.83
1777024210.61,-10.81,0.02,0.00,-0.11,0.99,-12.83,-12.83
1777024210.71,-10.81,0.02,0.00,-0.11,0.99,-12.83,-12.83
1777024210.81,-10.81,0.02,0.00,-0.11,0.99,-12.83,-12.83
1777024210.91,-10.81,0.02,0.00,-0.11,0.99,-12.83,-12.83
1777024211.01,-10.81,0.02,0.00,-0.11,0.99,-12.83,-12.83
1777024211.11,-10.81,0.02,0.00,-0.11,0.99,-12.83,-12.83
1777024211.21,-10.81,0.02,0.00,-0.11,0.99,-12.83,-12.83
1777024211.31,-10.81,0.02,0.00,-0.11,0.99,-12.83,-12.83
1777024211.41,-10.81,0.02,0.00,-0.11,0.99,-12.83,-12.83
1777024211.52,-10.81,0.02,0.00,-0.11,0.99,-12.83,-12.83
1777024211.61,-10.81,0.02,0.00,-0.11,0.99,-12.83,-12.83
1777024211.71,-10.81,0.02,0.00,-0.11,0.99,-12.83,-12.83
1777024211.81,-10.81,0.02,0.00,-0.11,0.99,-12.83,-12.83
1777024211.91,-10.81,0.02,0.00,-0.11,0.99,-12.83,-12.83
1777024212.01,-10.81,0.02,0.00,-0.11,0.99,-12.83,-12.83
1777024212.11,-10.81,0.02,0.00,-0.11,0.99,-12.83,-12.83
1777024212.21,-10.81,0.02,0.00,-0.11,0.99,-12.83,-12.83
1777024212.31,-10.75,0.02,0.00,-0.11,0.99,-12.83,-12.83
1777024212.41,-10.72,0.02,0.00,-0.11,0.99,-12.83,-12.83
1777024212.51,-10.72,0.02,0.00,-0.11,0.99,-12.83,-12.83
1777024212.61,-10.72,0.02,0.00,-0.11,0.99,-12.83,-12.83
1777024212.71,-10.72,0.02,0.00,-0.11,0.99,-12.83,-12.83
1777024212.81,-10.72,0.02,0.00,-0.11,0.99,-12.83,-12.83
1777024212.91,-10.72,0.02,0.00,-0.11,0.99,-12.83,-12.83
1777024213.01,-10.72,0.02,0.00,-0.11,0.99,-12.83,-12.83
1777024213.11,-10.72,0.02,0.00,-0.11,0.99,-12.83,-12.83
1777024213.21,-10.72,0.02,0.00,-0.11,0.99,-12.83,-12.83
1777024213.31,-10.72,0.02,0.00,-0.11,0.99,-12.83,-12.83
1777024213.41,-10.72,0.02,0.00,-0.11,0.99,-12.83,-12.83
1777024213.51,-10.72,0.02,0.00,-0.11,0.99,-12.83,-12.83
1777024213.61,-10.72,0.02,0.00,-0.11,0.99,-12.83,-12.83
1777024213.71,-10.72,0.02,0.00,-0.11,0.99,-12.83,-12.83
1777024213.81,-10.72,0.02,0.00,-0.11,0.99,-12.83,-12.83
1777024213.91,-10.72,0.02,0.00,-0.11,0.99,-12.83,-12.83
1777024214.01,-10.72,0.02,0.00,-0.11,0.99,-12.83,-12.83
1777024214.11,-10.72,0.02,0.00,-0.11,0.99,-12.83,-12.83
1777024214.21,-10.72,0.02,0.00,-0.11,0.99,-12.83,-12.83
1777024214.31,-10.72,0.02,0.00,-0.11,0.99,-12.83,-12.83
1777024214.41,-10.72,0.02,0.00,-0.11,0.99,-12.83,-12.83
1777024214.51,-10.72,0.02,0.00,-0.11,0.99,-12.83,-12.83
1777024214.61,-10.72,0.02,0.00,-0.11,0.99,-12.83,-12.83
1777024214.71,-10.72,0.02,0.00,-0.11,0.99,-12.83,-12.83
1777024214.81,-10.72,0.02,0.00,-0.11,0.99,-12.83,-12.83
1777024214.91,-10.72,0.02,0.00,-0.11,0.99,-12.83,-12.83
1777024215.01,-10.72,0.02,0.00,-0.11,0.99,-12.83,-12.83
1777024215.11,-10.72,0.02,0.00,-0.11,0.99,-12.83,-12.83
1777024215.21,-10.72,0.02,0.00,-0.11,0.99,-12.83,-12.83
1777024215.31,-10.72,0.02,0.00,-0.11,0.99,-12.83,-12.83
1777024215.41,-10.72,0.02,0.00,-0.11,0.99,-12.83,-12.83
1777024215.51,-10.72,0.02,0.00,-0.11,0.99,-12.83,-12.83
1777024215.61,-10.72,0.02,0.00,-0.11,0.99,-12.83,-12.83
1777024215.71,-10.72,0.02,0.00,-0.11,0.99,-12.83,-12.83
1777024215.81,-10.72,0.02,0.00,-0.11,0.99,-12.83,-12.83
1777024215.91,-10.72,0.02,0.00,-0.11,0.99,-12.83,-12.83
1777024216.01,-10.72,0.02,0.00,-0.11,0.99,-12.83,-12.83
1777024216.11,-10.72,0.02,0.00,-0.11,0.99,-12.83,-12.83
1777024216.21,-10.72,0.02,0.00,-0.11,0.99,-12.83,-12.83
1777024216.31,-10.72,0.02,0.00,-0.11,0.99,-12.83,-12.83
1777024216.41,-10.72,0.02,0.00,-0.11,0.99,-12.83,-12.83
1777024216.51,-10.72,0.02,0.00,-0.11,0.99,-12.83,-12.83
1777024216.61,-10.72,0.02,0.00,-0.11,0.99,-12.83,-12.83
1777024216.71,-10.72,0.02,0.00,-0.11,0.99,-12.83,-12.83
1777024216.82,-10.72,0.02,0.00,-0.11,0.99,-12.83,-12.83
1777024216.91,-10.72,0.02,0.00,-0.11,0.99,-12.83,-12.83
1777024217.01,-10.72,0.02,0.00,-0.11,0.99,-12.83,-12.83
1777024217.11,-10.72,0.02,0.00,-0.11,0.99,-12.83,-12.83
1777024217.21,-10.72,0.02,0.00,-0.11,0.99,-12.83,-12.83
1777024217.31,-10.72,0.02,0.00,-0.11,0.99,-12.83,-12.83
1777024217.41,-10.72,0.02,0.00,-0.11,0.99,-12.83,-12.83
1777024217.51,-10.72,0.02,0.00,-0.11,0.99,-12.83,-12.83
1777024217.61,-10.72,0.02,0.00,-0.11,0.99,-12.83,-12.83
1777024217.71,-10.72,0.02,0.00,-0.11,0.99,-12.83,-12.83
1777024217.81,-10.72,0.02,0.00,-0.11,0.99,-12.83,-12.83
1777024217.91,-10.72,0.02,0.00,-0.11,0.99,-12.83,-12.83
1777024218.01,-10.72,0.02,0.00,-0.11,0.99,-12.83,-12.83
1777024218.11,-10.72,0.02,0.00,-0.11,0.99,-12.83,-12.83
1777024218.21,-10.72,0.02,0.00,-0.11,0.99,-12.83,-12.83
1777024218.31,-10.72,0.02,0.00,-0.11,0.99,-12.83,-12.83
1777024218.41,-10.72,0.02,0.00,-0.11,0.99,-12.83,-12.83
1777024218.51,-10.72,0.02,0.00,-0.11,0.99,-12.83,-12.83
1777024218.61,-10.72,0.02,0.00,-0.11,0.99,-12.83,-12.83
1777024218.71,-10.72,0.02,0.00,-0.11,0.99,-12.83,-12.83
1777024218.81,-10.72,0.02,0.00,-0.11,0.99,-12.83,-12.83
1777024218.91,-10.72,0.02,0.00,-0.11,0.99,-12.83,-12.83
1777024219.01,-10.72,0.02,0.00,-0.11,0.99,-12.83,-12.83
1777024219.11,-10.72,0.02,0.00,-0.11,0.99,-12.83,-12.83
1777024219.21,-10.72,0.02,0.00,-0.11,0.99,-12.83,-12.83
1777024219.31,-10.72,0.02,0.00,-0.11,0.99,-12.83,-12.83
1777024219.41,-10.72,0.02,0.00,-0.11,0.99,-12.83,-12.83
1777024219.51,-10.72,0.02,0.00,-0.11,0.99,-12.83,-12.83
1777024219.61,-10.72,0.02,0.00,-0.11,0.99,-12.83,-12.83
1777024219.71,-10.72,0.02,0.00,-0.11,0.99,-12.83,-12.83
1777024219.81,-10.72,0.02,0.00,-0.11,0.99,-12.83,-12.83
1777024219.91,-10.72,0.02,0.00,-0.11,0.99,-12.83,-12.83
1777024220.01,-10.72,0.02,0.00,-0.11,0.99,-12.83,-12.83
1777024220.11,-10.72,0.02,0.00,-0.11,0.99,-12.83,-12.83
1777024220.21,-10.72,0.02,0.00,-0.11,0.99,-12.83,-12.83
1777024220.31,-10.72,0.02,0.00,-0.11,0.99,-12.83,-12.83
1777024220.41,-10.72,0.02,0.00,-0.11,0.99,-12.83,-12.83
1777024220.51,-10.72,0.02,0.00,-0.11,0.99,-12.83,-12.83
1777024220.61,-10.72,0.02,0.00,-0.11,0.99,-12.83,-12.83
1777024220.71,-10.72,0.02,0.00,-0.11,0.99,-12.83,-12.83
1777024220.83,-10.72,0.02,0.00,-0.11,0.99,-12.83,-12.83
1777024220.91,-10.72,0.02,0.00,-0.11,0.99,-12.83,-12.83
1777024221.01,-10.72,0.02,0.00,-0.11,0.99,-12.83,-12.83
1777024221.11,-10.72,0.02,0.00,-0.11,0.99,-12.83,-12.83
1777024221.21,-10.72,0.02,0.00,-0.11,0.99,-12.83,-12.83
1777024221.31,-10.72,0.02,0.00,-0.11,0.99,-12.83,-12.83
1777024221.41,-10.72,0.02,0.00,-0.11,0.99,-12.83,-12.83
1777024221.51,-10.72,0.02,0.00,-0.11,0.99,-12.83,-12.83
1777024221.61,-10.72,0.02,0.00,-0.11,0.99,-12.83,-12.83
1777024221.71,-10.72,0.02,0.00,-0.11,0.99,-12.83,-12.83
1777024221.81,-10.72,0.02,0.00,-0.11,0.99,-12.83,-12.83
1777024221.91,-10.72,0.02,0.00,-0.11,0.99,-12.83,-12.83
1777024222.01,-10.72,0.02,0.00,-0.11,0.99,-12.83,-12.83
1777024222.11,-10.72,0.02,0.00,-0.11,0.99,-12.83,-12.83
1777024222.21,-10.72,0.02,0.00,-0.11,0.99,-12.83,-12.83
1777024222.31,-10.72,0.02,0.00,-0.11,0.99,-12.83,-12.83
1777024222.41,-10.72,0.02,0.00,-0.11,0.99,-12.83,-12.83
1777024222.51,-10.72,0.02,0.00,-0.11,0.99,-12.83,-12.83
1777024222.61,-10.72,0.02,0.00,-0.11,0.99,-12.83,-12.83
1777024222.71,-10.72,0.02,0.00,-0.11,0.99,-12.83,-12.83
1777024222.81,-10.72,0.02,0.00,-0.11,0.99,-12.83,-12.83
1777024222.91,-10.72,0.02,0.00,-0.11,0.99,-12.83,-12.83
1777024223.01,-10.72,0.02,0.00,-0.11,0.99,-12.83,-12.83
1777024223.11,-10.72,0.02,0.00,-0.11,0.99,-12.83,-12.83
1777024223.21,-10.72,0.02,0.00,-0.11,0.99,-12.83,-12.83
1777024223.31,-10.72,0.02,0.00,-0.11,0.99,-12.83,-12.83
1777024223.41,-10.72,0.02,0.00,-0.11,0.99,-12.83,-12.83
1777024223.51,-10.72,0.02,0.00,-0.11,0.99,-12.83,-12.83
1777024223.61,-10.72,0.02,0.00,-0.11,0.99,-12.83,-12.83
1777024223.71,-10.72,0.02,0.00,-0.11,0.99,-12.83,-12.83
1777024223.81,-10.72,0.02,0.00,-0.11,0.99,-12.83,-12.83
1777024223.91,-10.75,0.02,0.00,-0.11,0.99,-12.86,-12.86
1777024224.01,-10.81,0.02,0.00,-0.11,0.99,-12.86,-12.86
1777024224.11,-10.84,0.02,0.00,-0.11,0.99,-12.86,-12.86
1777024224.21,-10.84,0.02,0.00,-0.11,0.99,-12.85,-12.85
1777024224.31,-10.95,0.02,0.00,-0.11,0.99,-12.85,-12.85
1777024224.41,-11.07,0.02,0.00,-0.11,0.99,-12.85,-12.85
1777024224.51,-11.13,0.02,0.00,-0.11,0.99,-12.85,-12.85
1777024224.61,-11.13,0.02,0.00,-0.11,0.99,-12.84,-12.84
1777024224.71,-11.13,0.02,-0.00,-0.11,0.99,-12.79,-12.79
1777024224.81,-11.01,0.02,-0.00,-0.11,0.99,-12.79,-12.79
1777024224.91,-11.01,0.02,-0.00,-0.11,0.99,-12.84,-12.84
1777024225.01,-10.95,0.02,-0.00,-0.11,0.99,-12.83,-12.84
1777024225.11,-10.84,0.02,-0.00,-0.11,0.99,-12.84,-12.83
1777024225.21,-10.72,0.02,0.00,-0.11,0.99,-12.92,-12.91
1777024225.31,-10.72,0.02,0.00,-0.11,0.99,-12.92,-12.92
1777024225.41,-10.84,0.02,0.00,-0.11,0.99,-12.95,-12.94
1777024225.51,-10.95,0.02,0.00,-0.11,0.99,-13.11,-13.08
1777024225.61,-11.07,0.02,0.00,-0.12,0.99,-13.42,-13.39
1777024225.71,-11.30,0.02,-0.00,-0.12,0.99,-13.71,-13.70
1777024225.81,-11.53,0.02,-0.00,-0.12,0.99,-13.82,-13.81
1777024225.91,-11.76,0.02,-0.00,-0.12,0.99,-13.83,-13.83
1777024226.01,-11.82,0.02,-0.00,-0.12,0.99,-13.83,-13.83
1777024226.11,-11.82,0.02,-0.00,-0.12,0.99,-13.82,-13.83
1777024226.21,-11.82,0.02,-0.00,-0.12,0.99,-13.82,-13.83
1777024226.31,-11.82,0.02,-0.00,-0.12,0.99,-13.82,-13.83
1777024226.41,-11.82,0.02,-0.00,-0.12,0.99,-13.82,-13.83
1777024226.51,-11.82,0.02,-0.00,-0.12,0.99,-13.82,-13.83
1777024226.61,-11.79,0.02,-0.00,-0.12,0.99,-13.82,-13.83
1777024226.71,-11.73,0.02,0.00,-0.12,0.99,-13.83,-13.83
1777024226.81,-11.68,0.02,0.00,-0.12,0.99,-13.88,-13.87
1777024226.91,-11.71,0.02,0.00,-0.12,0.99,-13.92,-13.91
1777024227.01,-11.82,0.02,0.00,-0.12,0.99,-14.04,-14.03
1777024227.11,-11.94,0.02,0.00,-0.12,0.99,-14.15,-14.14
1777024227.21,-11.94,0.02,-0.00,-0.12,0.99,-14.30,-14.30
1777024227.31,-11.94,0.02,-0.00,-0.13,0.99,-14.52,-14.52
1777024227.41,-12.06,0.02,-0.00,-0.13,0.99,-14.77,-14.77
1777024227.51,-12.28,0.02,-0.00,-0.13,0.99,-15.13,-15.10
1777024227.61,-12.46,0.02,-0.00,-0.13,0.99,-15.38,-15.38
1777024227.71,-12.63,0.02,-0.00,-0.14,0.99,-15.56,-15.56
1777024227.81,-12.69,0.02,-0.00,-0.14,0.99,-15.59,-15.61
1777024227.91,-12.63,0.02,-0.00,-0.14,0.99,-15.58,-15.59
1777024228.01,-12.58,0.02,-0.00,-0.14,0.99,-15.58,-15.59
1777024228.11,-12.52,0.02,-0.00,-0.14,0.99,-15.68,-15.68
1777024228.21,-12.58,0.02,-0.00,-0.14,0.99,-15.71,-15.72
1777024228.31,-12.63,0.02,-0.00,-0.14,0.99,-15.89,-15.87
1777024228.41,-12.69,0.02,-0.00,-0.14,0.99,-16.13,-16.12
1777024228.51,-12.75,0.02,-0.00,-0.14,0.99,-16.42,-16.42
1777024228.62,-13.04,0.02,-0.00,-0.15,0.99,-16.93,-16.93
1777024228.71,-13.45,0.02,-0.00,-0.15,0.99,-17.48,-17.45
1777024228.81,-13.74,0.02,-0.00,-0.15,0.99,-17.81,-17.80
1777024228.91,-14.03,0.02,-0.00,-0.16,0.99,-17.97,-17.98
1777024229.01,-14.14,0.02,-0.00,-0.16,0.99,-18.09,-18.06
1777024229.11,-14.26,0.02,-0.00,-0.16,0.99,-18.24,-18.23
1777024229.21,-14.37,0.02,-0.00,-0.16,0.99,-18.66,-18.62
1777024229.31,-15.18,0.02,-0.00,-0.17,0.99,-19.44,-19.37
1777024229.41,-16.17,0.02,-0.00,-0.18,0.98,-20.55,-20.45
1777024229.51,-17.39,0.02,-0.00,-0.19,0.98,-21.85,-21.75
1777024229.61,-18.52,0.02,-0.00,-0.20,0.98,-23.01,-22.95
1777024229.71,-19.56,0.02,-0.00,-0.21,0.98,-23.82,-23.79
1777024229.81,-20.34,0.02,-0.00,-0.21,0.98,-24.40,-24.38
1777024229.91,-20.86,0.02,-0.00,-0.22,0.98,-24.86,-24.86
1777024230.01,-21.27,0.02,-0.00,-0.22,0.98,-25.24,-25.19
1777024230.11,-21.67,0.02,-0.00,-0.22,0.98,-25.48,-25.50
1777024230.21,-21.97,0.02,-0.00,-0.22,0.97,-25.70,-25.73
1777024230.31,-22.14,0.02,-0.00,-0.22,0.97,-25.87,-25.89
1777024230.41,-22.31,0.02,-0.00,-0.22,0.97,-25.98,-26.00
1777024230.51,-22.49,0.02,-0.00,-0.23,0.97,-26.06,-26.08
1777024230.61,-22.54,0.02,-0.00,-0.23,0.97,-26.08,-26.10
1777024230.71,-22.60,0.02,-0.00,-0.23,0.97,-26.08,-26.10
1777024230.81,-22.66,0.02,-0.00,-0.23,0.97,-26.08,-26.10
1777024230.91,-22.72,0.02,-0.00,-0.23,0.97,-26.08,-26.10
1777024231.01,-22.78,0.02,-0.00,-0.23,0.97,-26.08,-26.10
1777024231.11,-22.81,0.02,-0.00,-0.23,0.97,-26.08,-26.10
1777024231.21,-22.81,0.02,-0.00,-0.23,0.97,-26.08,-26.09
1777024231.31,-22.81,0.02,-0.00,-0.23,0.97,-26.08,-26.10
1777024231.41,-22.78,0.02,-0.00,-0.23,0.97,-26.08,-26.09
1777024231.51,-22.72,0.02,-0.00,-0.23,0.97,-26.08,-26.09
1777024231.61,-22.66,0.02,-0.00,-0.23,0.97,-26.08,-26.09
1777024231.71,-22.66,0.02,-0.00,-0.23,0.97,-26.08,-26.09
1777024231.81,-22.66,0.02,-0.00,-0.23,0.97,-26.08,-26.09
1777024231.91,-22.66,0.02,-0.00,-0.23,0.97,-26.08,-26.09
1777024232.01,-22.66,0.02,-0.00,-0.23,0.97,-26.08,-26.09
1777024232.11,-22.66,0.02,-0.00,-0.23,0.97,-26.08,-26.09
1777024232.21,-22.66,0.02,-0.00,-0.23,0.97,-26.08,-26.09
1777024232.31,-22.66,0.02,-0.00,-0.23,0.97,-26.08,-26.09
1777024232.41,-22.66,0.02,-0.00,-0.23,0.97,-26.08,-26.09
1777024232.51,-22.66,0.02,-0.00,-0.23,0.97,-26.08,-26.09
1777024232.61,-22.66,0.02,-0.00,-0.23,0.97,-26.08,-26.08
1777024232.71,-22.66,0.02,-0.00,-0.23,0.97,-26.08,-26.09
1777024232.81,-22.66,0.02,-0.00,-0.23,0.97,-26.08,-26.09
1777024232.91,-22.66,0.02,-0.00,-0.23,0.97,-26.08,-26.09
1777024233.01,-22.66,0.02,-0.00,-0.23,0.97,-26.08,-26.09
1777024233.11,-22.66,0.02,-0.00,-0.23,0.97,-26.08,-26.08
1777024233.21,-22.66,0.02,-0.00,-0.23,0.97,-26.08,-26.08
1777024233.31,-22.66,0.02,-0.00,-0.23,0.97,-26.08,-26.08
1777024233.41,-22.66,0.02,-0.00,-0.23,0.97,-26.08,-26.08
1777024233.51,-22.72,0.02,-0.00,-0.23,0.97,-26.08,-26.08
1777024233.61,-22.78,0.02,-0.00,-0.23,0.97,-26.08,-26.08
1777024233.71,-22.83,0.02,-0.00,-0.23,0.97,-26.08,-26.08
1777024233.81,-22.89,0.02,-0.00,-0.23,0.97,-26.08,-26.08
1777024233.91,-22.95,0.02,-0.00,-0.23,0.97,-26.08,-26.08
1777024234.01,-22.95,0.02,-0.00,-0.23,0.97,-26.08,-26.08
1777024234.11,-22.95,0.02,-0.00,-0.23,0.97,-26.08,-26.08
1777024234.21,-22.95,0.02,-0.00,-0.23,0.97,-26.08,-26.08
1777024234.31,-22.95,0.02,-0.00,-0.23,0.97,-26.08,-26.08
1777024234.41,-22.95,0.02,-0.00,-0.23,0.97,-26.08,-26.08
1777024234.51,-22.95,0.02,-0.00,-0.23,0.97,-26.08,-26.08
1777024234.61,-22.95,0.02,-0.00,-0.23,0.97,-26.08,-26.08
1777024234.71,-22.95,0.02,-0.00,-0.23,0.97,-26.08,-26.08
1777024234.81,-22.95,0.02,-0.00,-0.23,0.97,-26.08,-26.08
1777024234.91,-22.95,0.02,-0.00,-0.23,0.97,-26.08,-26.08
1777024235.01,-22.95,0.02,-0.00,-0.23,0.97,-26.08,-26.08
1777024235.11,-22.95,0.02,-0.00,-0.23,0.97,-26.08,-26.08
1777024235.21,-22.95,0.02,-0.00,-0.23,0.97,-26.08,-26.08
1777024235.31,-22.95,0.02,-0.00,-0.23,0.97,-26.08,-26.08
1777024235.41,-22.95,0.02,-0.00,-0.23,0.97,-26.08,-26.08
1777024235.51,-22.95,0.02,-0.00,-0.23,0.97,-26.08,-26.08
1777024235.61,-22.95,0.02,-0.00,-0.23,0.97,-26.08,-26.08
1777024235.71,-22.95,0.02,-0.00,-0.23,0.97,-26.08,-26.08
1777024235.81,-22.95,0.02,-0.00,-0.23,0.97,-26.08,-26.08
1777024235.91,-22.95,0.02,-0.00,-0.23,0.97,-26.08,-26.08
1777024236.01,-22.95,0.02,-0.00,-0.23,0.97,-26.08,-26.08
1777024236.11,-22.95,0.02,-0.00,-0.23,0.97,-26.08,-26.08
1777024236.21,-22.95,0.02,-0.00,-0.23,0.97,-26.08,-26.08
1777024236.31,-22.95,0.02,-0.00,-0.23,0.97,-26.08,-26.08
1777024236.41,-22.95,0.02,-0.00,-0.23,0.97,-26.08,-26.08
1777024236.51,-22.95,0.02,-0.00,-0.23,0.97,-26.08,-26.08
1777024236.61,-22.95,0.02,-0.00,-0.23,0.97,-26.08,-26.08
1777024236.71,-22.95,0.02,-0.00,-0.23,0.97,-26.08,-26.08
1777024236.81,-22.95,0.02,-0.00,-0.23,0.97,-26.08,-26.08
1777024236.91,-22.95,0.02,-0.00,-0.23,0.97,-26.08,-26.08
1777024237.01,-22.95,0.02,-0.00,-0.23,0.97,-26.08,-26.08
1777024237.11,-22.95,0.02,-0.00,-0.23,0.97,-26.08,-26.08
1777024237.21,-22.95,0.02,-0.00,-0.23,0.97,-26.08,-26.08
1777024237.31,-22.95,0.02,-0.00,-0.23,0.97,-26.08,-26.08
1777024237.41,-22.95,0.02,-0.00,-0.23,0.97,-26.08,-26.08
1777024237.51,-22.95,0.02,-0.00,-0.23,0.97,-26.08,-26.08
1777024237.61,-22.95,0.02,-0.00,-0.23,0.97,-26.08,-26.08
1777024237.71,-22.95,0.02,-0.00,-0.23,0.97,-26.08,-26.08
1777024237.81,-22.95,0.02,-0.00,-0.23,0.97,-26.08,-26.08
1777024237.91,-22.95,0.02,-0.00,-0.23,0.97,-26.08,-26.08
1777024238.01,-22.95,0.02,-0.00,-0.23,0.97,-26.08,-26.08
1777024238.11,-22.95,0.02,-0.00,-0.23,0.97,-26.08,-26.08
1777024238.21,-22.95,0.02,-0.00,-0.23,0.97,-26.08,-26.08
1777024238.31,-22.95,0.02,-0.00,-0.23,0.97,-26.08,-26.08
1777024238.41,-22.95,0.02,-0.00,-0.23,0.97,-26.08,-26.08
1777024238.51,-22.95,0.02,-0.00,-0.23,0.97,-26.08,-26.08
