time_s,odom_x,odom_y,odom_yaw_deg,odom_vx,odom_vy,odom_wz,imu_qx,imu_qy,imu_qz,imu_qw,imu_yaw_deg,ekf_x,ekf_y,ekf_yaw_deg,ekf_vx,ekf_vy,ekf_wz,cmd_lin_x,cmd_lin_y,cmd_lin_z,cmd_ang_x,cmd_ang_y,cmd_ang_z
1777118115.47,-0.07,0.02,-11.77,0.03,0.00,0.37,0.00,-0.01,-0.09,1.00,-9.83,-0.08,0.02,-9.97,0.03,0.00,0.53,,,,,,
1777118115.57,-0.06,0.02,-9.39,0.04,0.00,0.44,0.01,-0.01,-0.07,1.00,-7.50,-0.07,0.02,-7.53,0.04,0.00,0.36,,,,,,
1777118115.68,-0.06,0.02,-7.95,0.04,0.00,0.44,0.01,-0.00,-0.05,1.00,-6.27,-0.07,0.02,-6.28,0.04,0.00,0.15,,,,,,
1777118115.77,-0.06,0.02,-7.54,0.04,0.00,0.37,0.01,0.00,-0.05,1.00,-6.14,-0.06,0.02,-6.12,0.04,0.00,-0.04,,,,,,
1777118115.88,-0.06,0.02,-8.38,0.03,0.00,0.23,0.01,0.01,-0.06,1.00,-6.95,-0.06,0.02,-6.92,0.03,0.00,-0.21,,,,,,
1777118115.97,-0.06,0.02,-10.35,0.01,0.00,0.05,0.02,0.01,-0.08,1.00,-9.05,-0.06,0.02,-8.85,0.01,0.00,-0.50,,,,,,
1777118116.07,-0.06,0.02,-13.83,-0.01,0.00,-0.15,0.02,0.01,-0.11,0.99,-12.89,-0.06,0.02,-12.80,-0.00,0.00,-0.81,,,,,,
1777118116.18,-0.07,0.02,-18.96,-0.02,0.00,-0.38,0.02,0.01,-0.16,0.99,-18.01,-0.06,0.02,-17.80,-0.02,0.00,-0.98,,,,,,
1777118116.28,-0.07,0.03,-24.52,-0.04,0.00,-0.59,0.02,0.01,-0.20,0.98,-22.84,-0.06,0.02,-21.66,-0.03,0.00,-0.99,,,,,,
1777118116.38,-0.08,0.03,-29.46,-0.04,0.00,-0.74,0.02,0.01,-0.24,0.97,-28.09,-0.07,0.02,-28.01,-0.04,0.00,-0.80,,,,,,
1777118116.48,-0.08,0.03,-32.87,-0.04,0.00,-0.79,0.01,0.00,-0.27,0.96,-30.95,-0.07,0.02,-30.50,-0.04,0.00,-0.61,,,,,,
1777118116.58,-0.08,0.03,-34.90,-0.03,0.00,-0.74,0.01,0.00,-0.28,0.96,-33.06,-0.07,0.03,-33.13,-0.04,0.00,-0.20,,,,,,
1777118116.68,-0.08,0.03,-35.16,-0.03,0.00,-0.57,0.01,-0.00,-0.28,0.96,-32.98,-0.08,0.03,-33.01,-0.03,0.00,0.13,,,,,,
1777118116.78,-0.08,0.03,-33.56,-0.01,0.00,-0.32,0.00,-0.01,-0.27,0.96,-31.54,-0.08,0.03,-31.50,-0.02,0.00,0.39,,,,,,
1777118116.87,-0.08,0.03,-30.65,-0.00,0.00,-0.04,0.00,-0.01,-0.24,0.97,-28.27,-0.08,0.03,-28.37,-0.01,0.00,0.66,,,,,,
1777118116.98,-0.08,0.03,-26.43,0.00,0.00,0.22,0.00,-0.01,-0.21,0.98,-24.37,-0.08,0.03,-24.05,0.00,0.00,0.86,,,,,,
1777118117.07,-0.08,0.03,-21.57,0.00,0.00,0.46,0.00,-0.01,-0.17,0.99,-19.07,-0.08,0.03,-19.24,0.00,0.00,0.87,,,,,,
1777118117.18,-0.08,0.03,-17.22,-0.00,0.00,0.63,0.00,-0.01,-0.13,0.99,-15.27,-0.08,0.03,-16.16,0.00,0.00,0.78,,,,,,
1777118117.27,-0.09,0.03,-13.54,-0.02,0.00,0.70,0.01,-0.00,-0.10,0.99,-11.63,-0.08,0.03,-11.68,-0.02,0.00,0.53,,,,,,
1777118117.37,-0.10,0.03,-11.41,-0.04,0.00,0.67,0.02,0.00,-0.08,1.00,-9.60,-0.08,0.03,-9.64,-0.03,0.00,0.28,,,,,,
1777118117.48,-0.10,0.03,-9.74,-0.06,0.00,0.58,0.02,0.00,-0.08,1.00,-8.98,-0.09,0.03,-8.98,-0.05,0.00,0.04,,,,,,
1777118117.58,-0.11,0.04,-9.69,-0.06,0.00,0.42,0.02,0.00,-0.08,1.00,-9.46,-0.09,0.03,-9.40,-0.06,0.00,-0.15,,,,,,
1777118117.67,-0.11,0.04,-11.28,-0.06,0.00,0.21,0.02,0.01,-0.10,1.00,-11.06,-0.10,0.03,-10.99,-0.07,0.00,-0.37,,,,,,
1777118117.77,-0.12,0.04,-14.35,-0.06,0.00,-0.03,0.02,0.01,-0.12,0.99,-14.15,-0.11,0.03,-14.01,-0.07,0.00,-0.67,,,,,,
1777118117.87,-0.13,0.04,-18.90,-0.06,0.00,-0.26,0.02,0.01,-0.16,0.99,-18.84,-0.11,0.04,-18.65,-0.07,0.00,-0.96,,,,,,
1777118117.97,-0.14,0.04,-24.61,-0.07,0.00,-0.52,0.02,0.01,-0.21,0.98,-24.51,-0.12,0.04,-24.30,-0.07,0.00,-1.07,,,,,,
1777118118.07,-0.15,0.05,-30.40,-0.08,0.00,-0.72,0.02,0.01,-0.26,0.97,-30.17,-0.13,0.04,-29.97,-0.08,0.00,-0.99,,,,,,
1777118118.17,-0.16,0.06,-35.56,-0.09,0.00,-0.85,0.02,0.01,-0.30,0.95,-34.95,-0.13,0.05,-34.84,-0.09,0.00,-0.80,,,,,,
1777118118.27,-0.16,0.06,-39.11,-0.10,0.00,-0.86,0.02,0.01,-0.33,0.94,-38.41,-0.14,0.05,-38.31,-0.10,0.00,-0.54,,,,,,
1777118118.37,-0.17,0.07,-41.47,-0.10,0.00,-0.79,0.01,0.01,-0.35,0.94,-40.58,-0.15,0.06,-40.50,-0.10,0.00,-0.32,,,,,,
1777118118.47,-0.17,0.07,-42.84,-0.09,0.00,-0.64,0.01,-0.00,-0.36,0.93,-41.75,-0.16,0.06,-41.73,-0.09,0.00,-0.15,,,,,,
1777118118.58,-0.17,0.07,-43.21,-0.07,0.00,-0.45,0.00,-0.01,-0.36,0.93,-42.05,-0.16,0.07,-42.05,-0.07,0.00,-0.01,,,,,,
1777118118.67,-0.17,0.07,-43.16,-0.04,0.00,-0.26,0.00,-0.01,-0.36,0.93,-41.88,-0.17,0.07,-41.90,-0.05,0.00,0.04,,,,,,
1777118118.77,-0.17,0.07,-42.93,-0.02,0.00,-0.13,0.00,-0.01,-0.36,0.93,-41.66,-0.17,0.07,-41.66,-0.03,0.00,0.04,,,,,,
1777118118.88,-0.17,0.07,-42.78,-0.01,0.00,-0.05,0.00,-0.01,-0.35,0.94,-41.50,-0.17,0.07,-41.50,-0.01,0.00,0.02,,,,,,
1777118118.97,-0.17,0.07,-42.72,0.00,0.00,0.00,0.00,-0.01,-0.35,0.94,-41.45,-0.17,0.07,-41.44,0.00,0.00,0.01,,,,,,
1777118119.07,-0.17,0.07,-42.72,0.00,0.00,0.02,0.01,-0.01,-0.35,0.94,-41.45,-0.17,0.07,-41.45,0.00,0.00,-0.01,,,,,,
1777118119.17,-0.17,0.07,-42.72,0.00,0.00,0.02,0.01,-0.01,-0.35,0.94,-41.45,-0.17,0.07,-41.45,0.00,0.00,-0.00,,,,,,
1777118119.28,-0.17,0.07,-42.72,0.00,0.00,0.01,0.01,-0.01,-0.35,0.94,-41.45,-0.17,0.07,-41.44,0.00,0.00,0.00,,,,,,
1777118119.38,-0.17,0.07,-42.72,0.00,0.00,0.00,0.01,-0.01,-0.35,0.94,-41.45,-0.17,0.07,-41.45,0.00,0.00,-0.00,,,,,,
1777118119.47,-0.17,0.07,-42.72,-0.00,0.00,0.00,0.01,-0.01,-0.35,0.94,-41.45,-0.17,0.07,-41.44,0.00,0.00,0.00,,,,,,
1777118119.57,-0.17,0.07,-42.72,-0.00,0.00,0.00,0.01,-0.01,-0.35,0.94,-41.45,-0.17,0.07,-41.45,0.00,0.00,0.00,,,,,,
1777118119.68,-0.17,0.07,-42.64,-0.00,0.00,0.00,0.01,-0.01,-0.35,0.94,-41.31,-0.17,0.07,-41.33,0.00,0.00,0.05,,,,,,
1777118119.78,-0.17,0.07,-42.06,0.00,0.00,0.02,0.00,-0.01,-0.35,0.94,-40.74,-0.17,0.07,-40.78,0.00,0.00,0.15,,,,,,
1777118119.87,-0.17,0.07,-40.72,0.01,0.00,0.07,-0.00,-0.01,-0.33,0.94,-39.14,-0.17,0.07,-39.26,0.01,0.00,0.39,,,,,,
1777118119.97,-0.17,0.06,-38.00,0.01,0.00,0.16,-0.00,-0.02,-0.31,0.95,-36.10,-0.17,0.07,-36.23,0.01,0.00,0.65,,,,,,
1777118120.07,-0.16,0.06,-33.38,0.02,0.00,0.33,-0.00,-0.02,-0.27,0.96,-31.65,-0.16,0.07,-31.84,0.02,0.00,0.91,,,,,,
1777118120.17,-0.16,0.06,-27.88,0.02,0.00,0.52,-0.00,-0.02,-0.23,0.97,-26.06,-0.16,0.07,-26.34,0.02,0.00,1.09,,,,,,
1777118120.28,-0.16,0.06,-21.40,0.02,0.00,0.72,-0.00,-0.01,-0.17,0.99,-19.80,-0.16,0.07,-20.09,0.02,0.00,1.14,,,,,,
1777118120.37,-0.17,0.06,-15.42,0.00,0.00,0.88,0.00,-0.01,-0.12,0.99,-13.85,-0.16,0.07,-14.06,0.01,0.00,1.05,,,,,,
1777118120.48,-0.17,0.06,-10.38,-0.02,0.00,0.96,0.01,-0.01,-0.08,1.00,-9.38,-0.16,0.07,-10.51,-0.00,0.00,0.87,,,,,,
1777118120.57,-0.18,0.07,-6.61,-0.03,0.00,0.93,0.02,-0.00,-0.05,1.00,-5.51,-0.16,0.07,-5.60,-0.03,0.00,0.52,,,,,,
1777118120.68,-0.18,0.07,-4.84,-0.04,0.00,0.80,0.02,0.00,-0.03,1.00,-3.75,-0.17,0.07,-3.79,-0.04,0.00,0.20,,,,,,
1777118120.77,-0.19,0.07,-4.38,-0.04,0.00,0.60,0.02,0.00,-0.03,1.00,-3.46,-0.17,0.07,-3.43,-0.05,0.00,-0.01,,,,,,
1777118120.87,-0.19,0.07,-4.64,-0.04,0.00,0.38,0.02,0.00,-0.04,1.00,-4.31,-0.18,0.07,-4.23,-0.04,0.00,-0.22,,,,,,
1777118120.97,-0.19,0.07,-6.78,-0.02,0.00,0.13,0.02,0.01,-0.06,1.00,-6.31,-0.18,0.07,-6.18,-0.03,0.00,-0.46,,,,,,
1777118121.07,-0.18,0.07,-10.49,-0.01,0.00,-0.14,0.03,0.01,-0.09,1.00,-9.94,-0.18,0.07,-9.73,-0.01,0.00,-0.78,,,,,,
1777118121.18,-0.18,0.07,-15.46,0.00,0.00,-0.37,0.02,0.01,-0.13,0.99,-14.40,-0.18,0.07,-13.12,-0.01,0.00,-0.93,,,,,,
1777118121.27,-0.19,0.07,-21.49,0.00,0.00,-0.59,0.02,0.01,-0.18,0.98,-20.55,-0.18,0.07,-20.22,0.00,0.00,-1.05,,,,,,
1777118121.37,-0.19,0.07,-27.19,-0.00,0.00,-0.79,0.02,0.01,-0.23,0.97,-26.19,-0.18,0.07,-25.95,0.00,0.00,-0.99,,,,,,
1777118121.47,-0.19,0.07,-32.30,-0.01,0.00,-0.89,0.02,0.01,-0.26,0.96,-30.61,-0.18,0.07,-30.86,-0.01,0.00,-0.81,,,,,,
1777118121.58,-0.19,0.07,-35.87,-0.02,0.00,-0.89,0.02,0.01,-0.29,0.96,-34.28,-0.18,0.07,-33.47,-0.01,0.00,-0.63,,,,,,
1777118121.68,-0.19,0.07,-38.24,-0.02,0.00,-0.80,0.02,0.01,-0.31,0.95,-36.69,-0.18,0.07,-36.76,-0.02,0.00,-0.36,,,,,,
1777118121.77,-0.20,0.07,-40.05,-0.03,0.00,-0.65,0.01,0.01,-0.33,0.94,-38.18,-0.19,0.08,-38.18,-0.03,0.00,-0.18,,,,,,
1777118121.87,-0.20,0.07,-40.42,-0.02,0.00,-0.46,0.01,0.00,-0.33,0.94,-38.62,-0.19,0.08,-38.63,-0.02,0.00,-0.03,,,,,,
1777118121.97,-0.20,0.07,-40.02,-0.01,0.00,-0.27,0.01,-0.00,-0.33,0.94,-38.18,-0.19,0.08,-38.22,-0.02,0.00,0.12,,,,,,
1777118122.07,-0.20,0.07,-39.24,-0.01,0.00,-0.12,0.00,-0.00,-0.32,0.95,-37.16,-0.19,0.08,-37.22,-0.01,0.00,0.23,,,,,,
1777118122.17,-0.19,0.07,-37.38,0.00,0.00,0.03,0.00,-0.01,-0.30,0.95,-35.43,-0.19,0.08,-35.52,0.00,0.00,0.38,,,,,,
1777118122.28,-0.19,0.07,-34.83,0.01,0.00,0.18,0.00,-0.01,-0.28,0.96,-32.88,-0.19,0.08,-33.00,0.01,0.00,0.50,,,,,,
1777118122.38,-0.19,0.07,-32.05,0.02,0.00,0.29,0.00,-0.01,-0.26,0.97,-30.15,-0.19,0.08,-30.25,0.02,0.00,0.47,,,,,,
1777118122.48,-0.19,0.07,-29.83,0.02,0.00,0.35,0.01,-0.00,-0.24,0.97,-28.06,-0.19,0.08,-28.12,0.02,0.00,0.33,,,,,,
1777118122.58,-0.19,0.07,-28.55,0.02,0.00,0.37,0.01,0.00,-0.23,0.97,-26.89,-0.18,0.08,-26.92,0.02,0.00,0.16,,,,,,
1777118122.68,-0.19,0.07,-28.06,0.02,0.00,0.32,0.02,0.00,-0.23,0.97,-26.57,-0.18,0.07,-26.57,0.02,0.00,0.02,,,,,,
1777118122.78,-0.19,0.07,-28.20,0.01,0.00,0.23,0.02,0.00,-0.23,0.97,-26.75,-0.18,0.07,-26.74,0.01,0.00,-0.05,,,,,,
1777118122.87,-0.19,0.07,-28.61,0.01,0.00,0.12,0.02,0.00,-0.24,0.97,-27.20,-0.18,0.07,-27.17,0.01,0.00,-0.11,,,,,,
1777118122.97,-0.19,0.07,-29.51,0.00,0.00,0.01,0.02,0.00,-0.25,0.97,-28.36,-0.18,0.07,-28.29,0.00,0.00,-0.28,,,,,,
1777118123.08,-0.19,0.07,-31.77,0.00,0.00,-0.11,0.02,0.01,-0.26,0.96,-30.61,-0.18,0.07,-30.46,0.00,0.00,-0.50,,,,,,
1777118123.17,-0.19,0.07,-35.27,-0.00,0.00,-0.25,0.02,0.01,-0.29,0.96,-34.10,-0.18,0.07,-33.92,-0.00,0.00,-0.72,,,,,,
1777118123.28,-0.19,0.07,-39.88,-0.00,0.00,-0.41,0.02,0.01,-0.33,0.94,-38.74,-0.18,0.07,-38.91,-0.00,0.00,-0.90,,,,,,
1777118123.38,-0.19,0.07,-44.97,-0.01,0.00,-0.57,0.02,0.01,-0.37,0.93,-43.70,-0.18,0.07,-43.50,-0.01,0.00,-0.88,,,,,,
1777118123.47,-0.19,0.07,-49.43,-0.02,0.00,-0.70,0.02,0.01,-0.41,0.91,-48.00,-0.18,0.08,-47.82,-0.02,0.00,-0.72,,,,,,
1777118123.57,-0.20,0.08,-52.71,-0.03,0.00,-0.73,0.02,0.00,-0.43,0.90,-50.94,-0.19,0.08,-50.88,-0.03,0.00,-0.42,,,,,,
1777118123.67,-0.20,0.08,-53.26,-0.04,0.00,-0.63,0.01,0.00,-0.43,0.90,-51.51,-0.19,0.08,-51.56,-0.04,0.00,0.02,,,,,,
1777118123.78,-0.20,0.08,-52.62,-0.04,0.00,-0.45,0.02,0.00,-0.43,0.90,-50.66,-0.19,0.08,-50.73,-0.04,0.00,0.23,,,,,,
1777118123.88,-0.20,0.08,-50.65,-0.03,0.00,-0.20,0.01,0.00,-0.41,0.91,-48.50,-0.19,0.09,-49.43,-0.03,0.00,0.41,,,,,,
1777118123.97,-0.20,0.08,-46.78,-0.02,0.00,0.09,0.02,0.00,-0.38,0.92,-44.79,-0.19,0.09,-44.61,-0.02,0.00,0.77,,,,,,
1777118124.08,-0.20,0.08,-41.61,-0.01,0.00,0.39,0.02,-0.00,-0.34,0.94,-39.75,-0.19,0.09,-40.00,-0.02,0.00,1.00,,,,,,
1777118124.17,-0.21,0.09,-35.54,-0.02,0.00,0.62,0.02,-0.00,-0.29,0.96,-33.60,-0.20,0.09,-33.92,-0.02,0.00,1.17,,,,,,
1777118124.27,-0.22,0.09,-29.07,-0.04,0.00,0.82,0.02,-0.00,-0.24,0.97,-27.21,-0.20,0.09,-27.49,-0.04,0.00,1.15,,,,,,
1777118124.37,-0.23,0.10,-23.16,-0.06,0.00,0.96,0.02,-0.00,-0.19,0.98,-21.38,-0.20,0.09,-21.61,-0.06,0.00,1.02,,,,,,
1777118124.48,-0.24,0.10,-18.00,-0.08,0.00,1.00,0.02,-0.00,-0.15,0.99,-16.87,-0.21,0.10,-17.01,-0.08,0.00,0.75,,,,,,
1777118124.57,-0.25,0.10,-15.01,-0.10,0.00,0.93,0.02,-0.00,-0.12,0.99,-13.91,-0.22,0.10,-13.98,-0.10,0.00,0.43,,,,,,
1777118124.67,-0.25,0.11,-13.60,-0.10,0.00,0.77,0.03,-0.00,-0.11,0.99,-12.59,-0.23,0.10,-12.62,-0.10,0.00,0.14,,,,,,
1777118124.77,-0.26,0.11,-13.63,-0.09,0.00,0.54,0.03,0.00,-0.11,0.99,-12.87,-0.24,0.10,-12.83,-0.09,0.00,-0.16,,,,,,
1777118124.87,-0.26,0.11,-15.68,-0.07,0.00,0.26,0.03,0.01,-0.13,0.99,-14.82,-0.25,0.11,-14.66,-0.07,0.00,-0.47,,,,,,
1777118124.98,-0.26,0.11,-19.65,-0.05,0.00,-0.06,0.03,0.01,-0.16,0.99,-18.18,-0.25,0.11,-18.45,-0.05,0.00,-0.80,,,,,,
1777118125.07,-0.26,0.11,-25.38,-0.04,0.00,-0.36,0.03,0.01,-0.21,0.98,-24.47,-0.25,0.11,-24.84,-0.04,0.00,-1.23,,,,,,
1777118125.18,-0.27,0.11,-34.22,-0.04,0.00,-0.72,0.03,0.02,-0.28,0.96,-32.88,-0.26,0.11,-33.40,-0.04,0.00,-1.72,,,,,,
1777118125.28,-0.28,0.12,-45.17,-0.05,0.00,-1.10,0.03,0.02,-0.37,0.93,-43.57,-0.26,0.11,-39.70,-0.04,0.00,-1.98,,,,,,
1777118125.37,-0.29,0.13,-56.90,-0.07,0.00,-1.44,0.02,0.02,-0.46,0.89,-55.13,-0.27,0.12,-55.72,-0.07,0.00,-2.13,,,,,,
1777118125.47,-0.29,0.14,-68.56,-0.09,0.00,-1.71,0.02,0.02,-0.55,0.84,-66.50,-0.27,0.13,-67.01,-0.09,0.00,-2.02,,,,,,
1777118125.57,-0.29,0.15,-78.92,-0.11,0.00,-1.87,0.01,0.02,-0.62,0.78,-76.69,-0.27,0.14,-77.26,-0.10,0.00,-1.78,,,,,,
1777118125.68,-0.30,0.16,-88.13,-0.11,0.00,-1.88,0.01,0.02,-0.68,0.74,-85.22,-0.28,0.15,-85.67,-0.11,0.00,-1.44,,,,,,
1777118125.79,-0.30,0.17,-94.48,-0.11,0.00,-1.72,0.01,0.02,-0.72,0.70,-91.69,-0.28,0.16,-92.10,-0.11,0.00,-1.08,,,,,,
1777118125.87,-0.30,0.17,-98.25,-0.09,0.00,-1.44,0.01,0.02,-0.74,0.67,-95.73,-0.28,0.17,-95.91,-0.10,0.00,-0.59,,,,,,
1777118125.98,-0.30,0.18,-100.75,-0.07,0.00,-1.12,0.00,0.02,-0.75,0.66,-97.83,-0.27,0.17,-97.96,-0.08,0.00,-0.31,,,,,,
1777118126.07,-0.30,0.17,-101.67,-0.04,0.00,-0.79,0.00,0.02,-0.76,0.65,-98.63,-0.27,0.18,-98.66,-0.05,0.00,-0.09,,,,,,
1777118126.17,-0.30,0.17,-101.79,-0.02,0.00,-0.48,0.00,0.02,-0.76,0.65,-98.72,-0.27,0.18,-98.72,-0.02,0.00,-0.00,,,,,,
1777118126.28,-0.30,0.17,-101.67,-0.00,0.00,-0.25,0.00,0.02,-0.76,0.65,-98.54,-0.27,0.18,-98.53,-0.00,0.00,0.06,,,,,,
1777118126.38,-0.30,0.17,-100.86,0.01,0.00,-0.09,0.01,0.02,-0.75,0.66,-97.76,-0.27,0.18,-97.70,0.01,0.00,0.20,,,,,,
1777118126.48,-0.30,0.16,-99.10,0.02,0.00,0.06,0.00,0.02,-0.74,0.67,-95.93,-0.27,0.18,-95.81,0.02,0.00,0.40,,,,,,
1777118126.57,-0.30,0.16,-96.22,0.02,0.00,0.19,-0.00,0.01,-0.72,0.69,-92.90,-0.27,0.18,-92.70,0.03,0.00,0.64,,,,,,
1777118126.68,-0.30,0.16,-91.62,0.03,0.00,0.36,-0.01,0.00,-0.70,0.71,-88.95,-0.27,0.18,-90.30,0.03,0.00,0.83,,,,,,
1777118126.77,-0.30,0.15,-85.82,0.04,0.00,0.55,-0.01,0.00,-0.66,0.75,-82.74,-0.27,0.17,-82.38,0.04,0.00,1.12,,,,,,
1777118126.88,-0.30,0.14,-79.50,0.05,0.00,0.74,-0.00,0.00,-0.62,0.78,-76.63,-0.27,0.17,-76.27,0.05,0.00,1.12,,,,,,
1777118126.97,-0.30,0.14,-73.62,0.06,0.00,0.89,-0.00,0.00,-0.58,0.81,-70.85,-0.27,0.16,-70.57,0.06,0.00,1.03,,,,,,
1777118127.08,-0.29,0.13,-67.98,0.07,0.00,0.99,-0.00,0.00,-0.54,0.84,-65.30,-0.27,0.16,-64.97,0.07,0.00,1.02,,,,,,
1777118127.17,-0.29,0.12,-61.89,0.08,0.00,1.04,-0.00,0.00,-0.49,0.87,-59.22,-0.27,0.15,-58.84,0.08,0.00,1.15,,,,,,
1777118127.28,-0.28,0.11,-55.55,0.08,0.00,1.06,0.00,0.00,-0.45,0.89,-53.00,-0.26,0.14,-52.79,0.08,0.00,1.12,,,,,,
1777118127.37,-0.28,0.11,-49.69,0.08,0.00,1.04,0.00,0.00,-0.40,0.92,-47.40,-0.26,0.14,-47.08,0.09,0.00,0.96,,,,,,
1777118127.48,-0.27,0.10,-44.97,0.08,0.00,1.00,0.01,0.00,-0.37,0.93,-42.86,-0.25,0.13,-42.61,0.09,0.00,0.75,,,,,,
1777118127.58,-0.27,0.10,-41.61,0.08,0.00,0.92,0.01,0.00,-0.34,0.94,-39.58,-0.25,0.13,-40.60,0.08,0.00,0.59,,,,,,
1777118127.67,-0.26,0.09,-39.22,0.08,0.00,0.79,0.01,0.00,-0.32,0.95,-37.37,-0.24,0.12,-37.25,0.08,0.00,0.35,,,,,,
1777118127.77,-0.26,0.09,-37.20,0.08,0.00,0.64,0.01,0.00,-0.31,0.95,-35.80,-0.23,0.12,-35.71,0.08,0.00,0.27,,,,,,
1777118127.87,-0.25,0.08,-35.81,0.08,0.00,0.48,0.01,0.00,-0.29,0.96,-34.28,-0.22,0.11,-34.33,0.08,0.00,0.24,,,,,,
1777118127.97,-0.24,0.07,-34.42,0.09,0.00,0.37,0.02,0.00,-0.29,0.96,-33.12,-0.22,0.11,-33.05,0.09,0.00,0.23,,,,,,
1777118128.07,-0.23,0.07,-33.23,0.09,0.00,0.29,0.02,0.00,-0.28,0.96,-31.99,-0.21,0.10,-31.93,0.09,0.00,0.19,,,,,,
1777118128.18,-0.23,0.07,-32.53,0.09,0.00,0.23,0.02,0.00,-0.27,0.96,-31.26,-0.20,0.10,-31.23,0.09,0.00,0.11,,,,,,
1777118128.28,-0.23,0.06,-32.36,0.07,0.00,0.17,0.02,0.01,-0.27,0.96,-31.07,-0.20,0.09,-31.07,0.08,0.00,-0.01,,,,,,
1777118128.37,-0.22,0.06,-33.00,0.06,0.00,0.10,0.02,0.01,-0.27,0.96,-31.82,-0.19,0.09,-31.89,0.06,0.00,-0.21,,,,,,
1777118128.48,-0.22,0.06,-35.06,0.04,0.00,-0.02,0.02,0.01,-0.29,0.96,-33.70,-0.19,0.09,-32.89,0.05,0.00,-0.36,,,,,,
1777118128.58,-0.22,0.06,-37.60,0.03,0.00,-0.15,0.02,0.01,-0.31,0.95,-36.44,-0.18,0.09,-36.63,0.03,0.00,-0.55,,,,,,
1777118128.67,-0.22,0.06,-40.59,0.03,0.00,-0.28,0.02,0.01,-0.34,0.94,-39.37,-0.18,0.08,-39.54,0.03,0.00,-0.51,,,,,,
1777118128.77,-0.21,0.06,-43.05,0.03,0.00,-0.37,0.01,0.00,-0.36,0.93,-41.83,-0.18,0.08,-41.97,0.03,0.00,-0.40,,,,,,
1777118128.88,-0.21,0.05,-44.85,0.04,0.00,-0.41,0.01,0.00,-0.37,0.93,-43.70,-0.18,0.08,-43.88,0.04,0.00,-0.31,,,,,,
1777118128.98,-0.21,0.05,-46.35,0.04,0.00,-0.39,0.01,0.00,-0.38,0.92,-45.13,-0.17,0.08,-45.22,0.04,0.00,-0.24,,,,,,
1777118129.07,-0.21,0.05,-47.60,0.04,0.00,-0.35,0.01,0.00,-0.39,0.92,-46.36,-0.17,0.07,-46.45,0.04,0.00,-0.24,,,,,,
1777118129.17,-0.20,0.04,-49.05,0.04,0.00,-0.30,0.01,0.00,-0.41,0.91,-47.85,-0.17,0.07,-47.96,0.04,0.00,-0.30,,,,,,
1777118129.27,-0.20,0.04,-50.87,0.04,0.00,-0.27,0.01,0.00,-0.42,0.91,-49.62,-0.17,0.07,-49.73,0.04,0.00,-0.31,,,,,,
1777118129.37,-0.20,0.04,-52.41,0.03,0.00,-0.26,0.01,0.00,-0.43,0.90,-51.23,-0.16,0.06,-51.19,0.03,0.00,-0.22,,,,,,
1777118129.48,-0.20,0.04,-53.45,0.02,0.00,-0.25,0.01,-0.00,-0.44,0.90,-52.16,-0.16,0.06,-52.13,0.03,0.00,-0.15,,,,,,
1777118129.60,-0.20,0.04,-54.15,0.02,0.00,-0.23,0.01,-0.00,-0.44,0.90,-52.76,-0.16,0.06,-52.74,0.02,0.00,-0.10,,,,,,
1777118129.67,-0.20,0.04,-54.56,0.02,0.00,-0.19,0.01,-0.00,-0.45,0.89,-53.11,-0.16,0.06,-53.10,0.02,0.00,-0.05,,,,,,
1777118129.77,-0.20,0.04,-54.84,0.01,0.00,-0.14,0.01,-0.00,-0.45,0.89,-53.37,-0.16,0.06,-53.39,0.01,0.00,-0.07,,,,,,
1777118129.87,-0.20,0.04,-55.40,0.01,0.00,-0.10,0.01,-0.00,-0.45,0.89,-53.97,-0.16,0.06,-54.02,0.01,0.00,-0.14,,,,,,
1777118129.97,-0.20,0.04,-56.18,0.01,0.00,-0.10,0.01,-0.00,-0.46,0.89,-54.88,-0.16,0.06,-54.86,0.01,0.00,-0.14,,,,,,
1777118130.07,-0.20,0.04,-56.87,0.00,0.00,-0.10,0.01,-0.00,-0.47,0.89,-55.45,-0.16,0.06,-55.44,0.00,0.00,-0.07,,,,,,
1777118130.17,-0.20,0.04,-57.34,0.00,0.00,-0.10,0.01,-0.00,-0.47,0.88,-55.71,-0.16,0.06,-55.70,0.00,0.00,-0.03,,,,,,
1777118130.27,-0.20,0.04,-57.40,0.00,0.00,-0.09,0.01,-0.00,-0.47,0.88,-55.72,-0.16,0.06,-55.72,0.00,0.00,0.01,,,,,,
1777118130.37,-0.20,0.04,-57.40,0.00,0.00,-0.07,0.01,-0.00,-0.47,0.88,-55.71,-0.16,0.06,-55.71,0.00,0.00,0.00,,,,,,
1777118130.48,-0.20,0.04,-57.40,0.00,0.00,-0.04,0.01,-0.00,-0.47,0.88,-55.71,-0.16,0.06,-55.72,0.00,0.00,-0.01,,,,,,
1777118130.58,-0.20,0.04,-57.40,0.00,0.00,-0.02,0.01,-0.00,-0.47,0.88,-55.71,-0.16,0.06,-55.71,0.00,0.00,-0.00,,,,,,
1777118130.67,-0.20,0.04,-57.40,-0.00,0.00,-0.00,0.01,-0.00,-0.47,0.88,-55.71,-0.16,0.06,-55.71,-0.00,0.00,0.00,,,,,,
1777118130.77,-0.20,0.04,-57.40,0.00,0.00,-0.00,0.01,-0.00,-0.47,0.88,-55.71,-0.16,0.06,-55.71,-0.00,0.00,-0.00,,,,,,
