time_s,odom_x,odom_y,odom_yaw_deg,odom_vx,odom_vy,odom_wz,imu_qx,imu_qy,imu_qz,imu_qw,imu_yaw_deg,ekf_x,ekf_y,ekf_yaw_deg,ekf_vx,ekf_vy,ekf_wz,cmd_lin_x,cmd_lin_y,cmd_lin_z,cmd_ang_x,cmd_ang_y,cmd_ang_z
1777118074.81,,,,,,,,,,,,,,,,,,,,,,,
1777118074.88,0.00,0.00,-0.35,0.00,0.00,0.00,0.01,0.00,0.00,1.00,0.11,0.00,-0.00,0.10,0.00,0.00,-0.02,,,,,,
1777118074.97,0.00,0.00,-0.38,0.00,0.00,0.00,0.01,0.00,0.00,1.00,0.09,0.00,-0.00,0.09,0.00,0.00,-0.00,,,,,,
1777118075.08,0.00,0.00,-0.38,0.00,0.00,0.00,0.01,0.00,0.00,1.00,0.09,0.00,-0.00,0.09,0.00,0.00,-0.00,,,,,,
1777118075.17,0.00,0.00,-0.38,0.00,0.00,0.00,0.01,0.00,0.00,1.00,0.09,0.00,-0.00,0.09,0.00,0.00,0.00,,,,,,
1777118075.29,0.00,0.00,-0.40,0.00,0.00,-0.00,0.01,0.00,0.00,1.00,0.09,0.00,-0.00,0.09,0.00,0.00,-0.01,,,,,,
1777118075.37,0.00,0.00,-0.35,-0.00,0.00,0.00,0.01,0.00,0.00,1.00,0.09,0.00,-0.00,0.09,0.00,0.00,0.01,,,,,,
1777118075.48,0.00,0.00,-0.29,-0.00,0.00,0.00,0.01,0.00,0.00,1.00,0.15,0.00,-0.00,0.15,-0.00,0.00,0.01,,,,,,
1777118075.57,0.00,0.00,-0.23,-0.00,0.00,0.01,0.01,0.00,0.00,1.00,0.20,0.00,-0.00,0.20,-0.00,0.00,0.01,,,,,,
1777118075.68,0.00,0.00,-0.26,-0.00,0.00,0.00,0.01,0.00,0.00,1.00,0.20,0.00,-0.00,0.20,-0.00,0.00,-0.00,,,,,,
1777118075.78,0.00,0.00,-0.26,-0.00,0.00,0.01,0.01,0.00,0.00,1.00,0.19,0.00,-0.00,0.20,-0.00,0.00,-0.00,,,,,,
1777118075.87,0.00,0.00,-0.29,-0.00,0.00,0.00,0.01,0.00,0.00,1.00,0.11,0.00,-0.00,0.11,-0.00,0.00,0.00,,,,,,
1777118075.97,0.00,0.00,-0.23,-0.00,0.00,0.00,0.01,0.00,0.00,1.00,0.11,0.00,-0.00,0.12,-0.00,0.00,0.01,,,,,,
1777118076.08,0.00,0.00,-0.12,-0.00,0.00,0.00,0.01,0.00,0.00,1.00,0.14,0.00,-0.00,0.14,-0.00,0.00,0.01,,,,,,
1777118076.18,0.00,0.00,-0.06,-0.00,0.00,0.01,0.01,0.00,0.00,1.00,0.14,0.00,-0.00,0.14,-0.00,0.00,-0.00,,,,,,
1777118076.27,0.00,0.00,-0.03,-0.00,0.00,0.01,0.01,0.00,0.00,1.00,0.14,0.00,-0.00,0.14,-0.00,0.00,-0.00,,,,,,
1777118076.38,0.00,0.00,0.03,-0.00,0.00,0.01,0.01,0.00,0.00,1.00,0.14,0.00,-0.00,0.14,-0.00,0.00,-0.01,,,,,,
1777118076.48,0.00,0.00,0.05,-0.00,0.00,0.01,0.01,0.00,0.00,1.00,0.14,0.00,-0.00,0.14,-0.00,0.00,-0.00,,,,,,
1777118076.58,0.00,0.00,0.05,-0.00,0.00,0.01,0.01,0.00,0.00,1.00,0.14,0.00,-0.00,0.14,-0.00,0.00,0.00,,,,,,
1777118076.67,0.00,0.00,0.05,-0.00,0.00,0.00,0.01,0.00,0.00,1.00,0.14,0.00,-0.00,0.14,-0.00,0.00,-0.00,,,,,,
1777118076.77,0.00,0.00,0.03,-0.00,0.00,0.00,0.01,0.00,0.00,1.00,0.14,0.00,-0.00,0.14,-0.00,0.00,0.00,,,,,,
1777118076.88,0.00,0.00,0.03,-0.00,0.00,0.00,0.01,0.00,0.00,1.00,0.14,0.00,-0.00,0.14,-0.00,0.00,-0.00,,,,,,
1777118076.98,0.00,0.00,0.03,0.00,0.00,-0.00,0.01,0.00,0.00,1.00,0.14,0.00,-0.00,0.14,0.00,0.00,-0.00,,,,,,
1777118077.08,0.00,0.00,0.03,0.00,0.00,-0.00,0.01,0.00,0.00,1.00,0.14,0.00,-0.00,0.14,0.00,0.00,0.00,,,,,,
1777118077.17,0.00,0.00,0.03,0.00,0.00,-0.00,0.01,0.00,0.00,1.00,0.14,0.00,-0.00,0.14,0.00,0.00,0.00,,,,,,
1777118077.28,-0.00,0.00,-0.03,-0.00,0.00,-0.00,0.01,0.00,0.00,1.00,0.14,0.00,-0.00,0.14,-0.00,0.00,-0.00,,,,,,
1777118077.37,-0.00,0.00,-0.03,-0.00,0.00,-0.00,0.01,0.00,0.00,1.00,0.14,0.00,-0.00,0.14,-0.00,0.00,-0.00,,,,,,
1777118077.48,-0.00,0.00,-0.03,-0.00,0.00,-0.00,0.01,0.00,0.00,1.00,0.14,0.00,-0.00,0.14,-0.00,0.00,0.00,,,,,,
1777118077.57,-0.00,0.00,-0.03,-0.00,0.00,-0.00,0.01,0.00,0.00,1.00,0.14,0.00,-0.00,0.14,-0.00,0.00,0.00,,,,,,
1777118077.67,-0.00,0.00,-0.03,-0.00,0.00,-0.00,0.01,0.00,0.00,1.00,0.14,-0.00,-0.00,0.14,-0.00,0.00,0.01,,,,,,
1777118077.78,-0.00,0.00,-0.00,-0.00,0.00,0.00,0.01,0.00,0.00,1.00,0.14,-0.00,-0.00,0.14,-0.00,0.00,0.00,,,,,,
1777118077.88,-0.00,0.00,-0.00,-0.00,0.00,0.00,0.01,0.00,0.00,1.00,0.14,-0.00,-0.00,0.14,-0.00,0.00,0.00,,,,,,
1777118077.97,-0.00,0.00,-0.00,-0.00,0.00,0.00,0.01,0.00,0.00,1.00,0.14,-0.00,-0.00,0.14,-0.00,0.00,-0.00,,,,,,
1777118078.07,-0.00,0.00,-0.00,-0.00,0.00,0.00,0.01,0.00,0.00,1.00,0.14,-0.00,-0.00,0.14,-0.00,0.00,0.00,,,,,,
1777118078.17,-0.00,0.00,-0.00,-0.00,0.00,0.00,0.01,0.00,0.00,1.00,0.14,-0.00,-0.00,0.14,-0.00,0.00,0.00,,,,,,
1777118078.27,-0.00,0.00,-0.00,0.00,0.00,0.00,0.01,0.00,0.00,1.00,0.14,-0.00,-0.00,0.14,-0.00,0.00,-0.00,,,,,,
1777118078.37,-0.00,0.00,-0.00,0.00,0.00,0.00,0.01,0.00,0.00,1.00,0.14,-0.00,-0.00,0.14,0.00,0.00,0.00,,,,,,
1777118078.47,-0.00,0.00,-0.00,0.00,0.00,0.00,0.01,0.00,0.00,1.00,0.14,-0.00,-0.00,0.14,0.00,0.00,0.00,,,,,,
1777118078.57,-0.00,0.00,-0.18,-0.00,0.00,-0.01,0.01,0.00,0.00,1.00,0.05,-0.00,-0.00,0.05,-0.00,0.00,-0.03,,,,,,
1777118078.67,0.00,0.00,-0.32,0.00,0.00,-0.01,0.01,0.00,-0.00,1.00,-0.07,-0.00,-0.00,-0.06,0.00,0.00,-0.03,,,,,,
1777118078.77,0.00,0.00,-0.49,0.00,0.00,-0.02,0.01,0.00,-0.00,1.00,-0.34,0.00,-0.00,-0.36,0.00,0.00,-0.07,,,,,,
1777118078.88,0.00,-0.00,-0.81,0.00,0.00,-0.03,0.01,0.00,-0.01,1.00,-0.69,0.00,-0.00,-0.68,0.00,0.00,-0.05,,,,,,
1777118078.97,0.00,-0.00,-0.87,0.00,0.00,-0.03,0.01,0.00,-0.01,1.00,-0.76,0.00,-0.00,-0.75,0.00,0.00,0.00,,,,,,
1777118079.08,0.00,-0.00,-0.87,0.00,0.00,-0.02,0.01,0.00,-0.01,1.00,-0.75,0.00,-0.00,-0.75,0.00,0.00,0.01,,,,,,
1777118079.18,0.00,-0.00,-0.84,0.00,0.00,-0.02,0.01,0.00,-0.01,1.00,-0.74,0.00,-0.00,-0.74,0.00,0.00,0.01,,,,,,
1777118079.28,0.00,-0.00,-0.84,0.00,0.00,-0.01,0.01,0.00,-0.01,1.00,-0.74,0.00,-0.00,-0.74,0.00,0.00,-0.00,,,,,,
1777118079.38,0.00,-0.00,-0.84,-0.00,0.00,-0.00,0.01,0.00,-0.01,1.00,-0.76,0.00,-0.00,-0.77,-0.00,0.00,-0.02,,,,,,
1777118079.47,0.00,-0.00,-1.05,-0.00,0.00,-0.01,0.01,0.00,-0.01,1.00,-1.00,0.00,-0.00,-1.01,-0.00,0.00,-0.08,,,,,,
1777118079.57,0.00,-0.00,-1.97,0.00,0.00,-0.04,0.01,0.00,-0.02,1.00,-1.84,0.00,-0.00,-1.91,0.00,0.00,-0.21,,,,,,
1777118079.67,0.01,-0.00,-3.88,0.01,0.00,-0.11,0.01,0.00,-0.03,1.00,-3.85,0.00,-0.00,-3.90,0.01,0.00,-0.45,,,,,,
1777118079.78,0.01,-0.00,-6.58,0.02,0.00,-0.20,0.01,0.00,-0.06,1.00,-6.51,0.00,-0.00,-6.61,0.02,0.00,-0.49,,,,,,
1777118079.88,0.01,-0.00,-9.04,0.02,0.00,-0.29,0.01,0.00,-0.08,1.00,-8.93,0.01,-0.00,-9.00,0.02,0.00,-0.41,,,,,,
1777118079.97,0.02,-0.00,-10.90,0.03,0.00,-0.34,0.01,-0.00,-0.09,1.00,-10.72,0.01,-0.00,-10.76,0.03,0.00,-0.28,,,,,,
1777118080.07,0.02,-0.00,-12.26,0.03,0.00,-0.36,0.01,-0.00,-0.10,0.99,-11.93,0.01,-0.00,-11.95,0.03,0.00,-0.18,,,,,,
1777118080.17,0.02,-0.00,-13.05,0.02,0.00,-0.32,0.01,-0.00,-0.11,0.99,-12.65,0.01,-0.00,-12.66,0.02,0.00,-0.10,,,,,,
1777118080.28,0.02,-0.00,-13.45,0.02,0.00,-0.24,0.01,-0.00,-0.11,0.99,-13.08,0.02,-0.00,-13.10,0.02,0.00,-0.06,,,,,,
1777118080.37,0.02,-0.00,-13.83,0.01,0.00,-0.17,0.01,-0.00,-0.12,0.99,-13.38,0.02,-0.00,-13.38,0.01,0.00,-0.05,,,,,,
1777118080.47,0.02,-0.00,-14.00,0.01,0.00,-0.11,0.01,-0.00,-0.12,0.99,-13.59,0.02,-0.00,-13.60,0.01,0.00,-0.03,,,,,,
1777118080.57,0.02,-0.00,-14.18,0.00,0.00,-0.07,0.01,-0.00,-0.12,0.99,-13.76,0.02,-0.00,-13.76,0.00,0.00,-0.03,,,,,,
1777118080.68,0.02,-0.00,-14.35,0.00,0.00,-0.05,0.01,-0.00,-0.12,0.99,-13.92,0.02,-0.00,-13.92,0.00,0.00,-0.03,,,,,,
1777118080.78,0.02,-0.00,-14.55,0.00,0.00,-0.04,0.01,-0.00,-0.12,0.99,-14.09,0.02,-0.00,-14.10,0.00,0.00,-0.03,,,,,,
1777118080.87,0.02,-0.00,-14.73,0.00,0.00,-0.03,0.01,-0.00,-0.12,0.99,-14.30,0.02,-0.00,-14.30,0.00,0.00,-0.04,,,,,,
1777118080.98,0.02,-0.00,-14.93,0.00,0.00,-0.03,0.01,-0.00,-0.13,0.99,-14.55,0.02,-0.00,-14.55,0.00,0.00,-0.05,,,,,,
1777118081.07,0.02,-0.00,-15.19,0.00,0.00,-0.04,0.01,-0.00,-0.13,0.99,-14.79,0.02,-0.00,-14.79,0.00,0.00,-0.04,,,,,,
1777118081.17,0.02,-0.00,-15.31,0.00,0.00,-0.03,0.01,-0.00,-0.13,0.99,-14.96,0.02,-0.00,-14.96,0.00,0.00,-0.03,,,,,,
1777118081.28,0.02,-0.00,-15.42,0.00,0.00,-0.03,0.01,-0.00,-0.13,0.99,-15.14,0.02,-0.00,-15.13,0.00,0.00,-0.03,,,,,,
1777118081.38,0.02,-0.00,-15.68,0.00,0.00,-0.03,0.01,-0.00,-0.13,0.99,-15.38,0.02,-0.00,-15.38,0.00,0.00,-0.04,,,,,,
1777118081.47,0.02,-0.00,-15.97,0.00,0.00,-0.04,0.01,-0.00,-0.14,0.99,-15.61,0.02,-0.00,-15.62,0.00,0.00,-0.04,,,,,,
1777118081.58,0.02,-0.00,-16.15,0.00,0.00,-0.03,0.01,-0.00,-0.14,0.99,-15.69,0.02,-0.00,-15.69,0.00,0.00,0.02,,,,,,
1777118081.67,0.02,-0.00,-15.60,0.00,0.00,-0.01,0.01,-0.00,-0.13,0.99,-15.27,0.02,-0.00,-15.25,-0.00,0.00,0.14,,,,,,
1777118081.77,0.02,-0.00,-14.84,-0.00,0.00,0.02,0.01,-0.00,-0.13,0.99,-14.43,0.02,-0.00,-14.41,-0.00,0.00,0.15,,,,,,
1777118081.87,0.02,-0.00,-14.29,-0.00,0.00,0.05,0.01,-0.00,-0.12,0.99,-13.91,0.02,-0.00,-13.91,-0.00,0.00,0.04,,,,,,
1777118081.98,0.02,-0.00,-14.21,-0.00,0.00,0.06,0.01,-0.00,-0.12,0.99,-13.85,0.02,-0.00,-13.85,-0.00,0.00,-0.01,,,,,,
1777118082.07,0.02,-0.00,-14.44,-0.00,0.00,0.06,0.01,-0.00,-0.12,0.99,-13.95,0.02,-0.00,-13.95,-0.00,0.00,-0.02,,,,,,
1777118082.17,0.02,-0.00,-14.55,-0.00,0.00,0.04,0.01,-0.00,-0.12,0.99,-13.98,0.02,-0.00,-13.98,-0.00,0.00,0.01,,,,,,
1777118082.27,0.02,-0.00,-14.41,-0.00,0.00,0.02,0.01,-0.00,-0.12,0.99,-13.85,0.02,-0.00,-13.84,-0.00,0.00,0.05,,,,,,
1777118082.38,0.02,-0.00,-14.00,-0.00,0.00,0.01,0.01,-0.00,-0.12,0.99,-13.44,0.02,-0.00,-13.63,-0.00,0.00,0.06,,,,,,
1777118082.48,0.02,-0.00,-13.28,-0.00,0.00,0.03,0.01,-0.00,-0.11,0.99,-12.62,0.02,-0.00,-12.62,-0.00,0.00,0.15,,,,,,
1777118082.57,0.02,-0.00,-12.61,-0.00,0.00,0.06,0.01,-0.00,-0.10,0.99,-11.91,0.02,-0.00,-11.90,-0.00,0.00,0.09,,,,,,
1777118082.67,0.02,-0.00,-12.26,-0.01,0.00,0.08,0.01,-0.00,-0.10,0.99,-11.59,0.02,-0.00,-11.58,-0.01,0.00,0.04,,,,,,
1777118082.78,0.02,-0.00,-12.06,-0.00,0.00,0.08,0.01,-0.00,-0.10,0.99,-11.54,0.02,-0.00,-11.54,-0.00,0.00,0.01,,,,,,
1777118082.87,0.02,-0.00,-12.09,-0.00,0.00,0.07,0.01,-0.00,-0.10,0.99,-11.54,0.02,-0.00,-11.54,-0.00,0.00,-0.00,,,,,,
1777118082.97,0.02,-0.00,-12.15,-0.00,0.00,0.04,0.01,-0.00,-0.10,0.99,-11.54,0.02,-0.00,-11.54,-0.00,0.00,0.01,,,,,,
1777118083.08,0.02,-0.00,-12.15,-0.00,0.00,0.02,0.01,-0.00,-0.10,0.99,-11.54,0.02,-0.00,-11.54,-0.00,0.00,0.01,,,,,,
1777118083.17,0.02,-0.00,-12.15,-0.00,0.00,0.00,0.01,-0.00,-0.10,0.99,-11.54,0.02,-0.00,-11.54,-0.00,0.00,0.00,,,,,,
1777118083.28,0.02,-0.00,-12.15,-0.00,0.00,-0.00,0.01,-0.00,-0.10,0.99,-11.54,0.02,-0.00,-11.54,-0.00,0.00,0.01,,,,,,
1777118083.37,0.02,-0.00,-12.15,-0.00,0.00,-0.00,0.01,-0.00,-0.10,0.99,-11.54,0.02,-0.00,-11.54,-0.00,0.00,0.00,,,,,,
1777118083.48,0.02,-0.00,-11.97,0.00,0.00,0.01,0.01,-0.00,-0.10,0.99,-11.41,0.02,-0.00,-11.40,-0.00,0.00,0.06,,,,,,
1777118083.57,0.02,-0.00,-11.51,-0.00,0.00,0.02,0.01,-0.00,-0.09,1.00,-10.83,0.02,-0.00,-10.82,-0.00,0.00,0.16,,,,,,
1777118083.67,0.02,-0.00,-10.41,-0.00,0.00,0.06,0.01,-0.00,-0.08,1.00,-9.65,0.02,-0.00,-9.58,-0.00,0.00,0.27,,,,,,
1777118083.77,0.01,-0.00,-8.50,-0.01,0.00,0.13,0.01,-0.00,-0.07,1.00,-7.78,0.02,-0.00,-7.76,-0.01,0.00,0.37,,,,,,
1777118083.88,0.01,-0.00,-6.47,-0.01,0.00,0.20,0.01,-0.00,-0.05,1.00,-5.81,0.02,-0.00,-5.75,-0.01,0.00,0.34,,,,,,
1777118083.97,0.01,-0.00,-4.82,-0.02,0.00,0.25,0.01,-0.00,-0.04,1.00,-4.27,0.01,-0.00,-4.25,-0.02,0.00,0.23,,,,,,
1777118084.07,0.01,-0.00,-3.80,-0.02,0.00,0.27,0.01,-0.00,-0.03,1.00,-3.27,0.01,-0.00,-3.23,-0.02,0.00,0.15,,,,,,
1777118084.17,0.01,-0.00,-3.28,-0.02,0.00,0.25,0.01,-0.00,-0.02,1.00,-2.79,0.01,-0.00,-2.79,-0.02,0.00,0.05,,,,,,
1777118084.27,0.01,-0.00,-3.11,-0.02,0.00,0.19,0.01,-0.00,-0.02,1.00,-2.69,0.01,-0.00,-2.69,-0.02,0.00,0.00,,,,,,
1777118084.38,0.01,-0.00,-3.16,-0.01,0.00,0.12,0.01,-0.00,-0.02,1.00,-2.69,0.01,-0.00,-2.69,-0.01,0.00,-0.01,,,,,,
1777118084.47,0.01,-0.00,-3.16,-0.01,0.00,0.06,0.01,-0.00,-0.02,1.00,-2.69,0.01,-0.00,-2.69,-0.01,0.00,0.00,,,,,,
1777118084.57,0.01,-0.00,-3.16,-0.00,0.00,0.02,0.01,-0.00,-0.02,1.00,-2.69,0.01,-0.00,-2.69,-0.00,0.00,0.00,,,,,,
1777118084.68,0.01,-0.00,-3.25,-0.00,0.00,0.00,0.01,-0.00,-0.02,1.00,-2.78,0.01,-0.00,-2.78,-0.00,0.00,-0.03,,,,,,
1777118084.78,0.01,-0.00,-3.77,0.00,0.00,-0.02,0.01,0.00,-0.03,1.00,-3.25,0.01,-0.00,-3.27,0.00,0.00,-0.13,,,,,,
1777118084.87,0.01,-0.00,-5.02,0.00,0.00,-0.06,0.02,0.00,-0.04,1.00,-4.58,0.01,-0.00,-4.61,0.00,0.00,-0.34,,,,,,
1777118084.98,0.01,-0.00,-7.31,0.00,0.00,-0.14,0.02,0.00,-0.06,1.00,-6.79,0.01,-0.00,-6.78,0.00,0.00,-0.43,,,,,,
1777118085.09,0.01,-0.00,-9.68,0.00,0.00,-0.23,0.01,0.00,-0.08,1.00,-9.03,0.01,-0.00,-9.06,0.00,0.00,-0.37,,,,,,
1777118085.18,0.01,-0.00,-11.68,0.00,0.00,-0.29,0.01,0.00,-0.09,1.00,-10.67,0.01,-0.00,-10.69,0.00,0.00,-0.24,,,,,,
1777118085.28,0.01,-0.00,-12.64,0.00,0.00,-0.31,0.01,-0.00,-0.10,0.99,-11.60,0.01,-0.00,-11.64,0.00,0.00,-0.14,,,,,,
1777118085.37,0.01,-0.00,-13.45,0.00,0.00,-0.29,0.01,-0.00,-0.11,0.99,-12.29,0.01,-0.00,-12.30,0.00,0.00,-0.14,,,,,,
1777118085.47,0.01,-0.00,-14.43,0.00,0.00,-0.25,0.01,-0.00,-0.12,0.99,-13.28,0.01,-0.00,-13.28,0.00,0.00,-0.21,,,,,,
1777118085.57,0.01,-0.00,-15.54,0.00,0.00,-0.20,0.01,-0.00,-0.12,0.99,-14.33,0.01,-0.00,-14.33,0.00,0.00,-0.17,,,,,,
1777118085.67,0.01,-0.00,-16.23,0.00,0.00,-0.16,0.01,-0.00,-0.13,0.99,-14.94,0.01,-0.00,-14.95,0.00,0.00,-0.07,,,,,,
1777118085.78,0.01,-0.00,-16.64,0.00,0.00,-0.14,0.01,-0.00,-0.13,0.99,-15.09,0.01,-0.00,-15.09,0.00,0.00,-0.00,,,,,,
1777118085.88,0.01,-0.00,-16.64,0.00,0.00,-0.11,0.01,-0.00,-0.13,0.99,-15.05,0.01,-0.00,-15.05,0.00,0.00,0.00,,,,,,
1777118085.97,0.01,-0.00,-16.99,0.00,0.00,-0.09,0.01,-0.00,-0.13,0.99,-15.38,0.01,-0.00,-15.37,0.00,0.00,-0.09,,,,,,
1777118086.09,0.01,-0.00,-18.09,-0.00,0.00,-0.09,0.02,0.00,-0.14,0.99,-16.54,0.01,-0.00,-16.56,-0.00,0.00,-0.32,,,,,,
1777118086.18,0.01,-0.00,-20.87,-0.00,0.00,-0.16,0.02,0.01,-0.17,0.99,-19.15,0.01,-0.00,-19.19,-0.00,0.00,-0.57,,,,,,
1777118086.27,0.01,-0.00,-24.46,-0.00,0.00,-0.27,0.02,0.01,-0.20,0.98,-22.74,0.01,-0.00,-22.82,-0.00,0.00,-0.69,,,,,,
1777118086.37,0.01,-0.00,-28.14,-0.00,0.00,-0.40,0.01,0.01,-0.23,0.97,-26.31,0.01,-0.00,-26.46,-0.00,0.00,-0.62,,,,,,
1777118086.47,0.01,-0.00,-31.01,-0.00,0.00,-0.49,0.01,0.00,-0.25,0.97,-29.11,0.01,-0.00,-29.19,-0.00,0.00,-0.45,,,,,,
1777118086.57,0.01,-0.00,-33.09,-0.00,0.00,-0.52,0.01,0.00,-0.27,0.96,-31.00,0.01,-0.00,-31.09,-0.00,0.00,-0.29,,,,,,
1777118086.67,0.01,-0.00,-34.45,-0.00,0.00,-0.47,0.01,0.00,-0.28,0.96,-32.20,0.01,-0.00,-32.25,-0.00,0.00,-0.19,,,,,,
1777118086.78,0.01,-0.00,-35.18,-0.00,0.00,-0.37,0.01,-0.00,-0.28,0.96,-32.89,0.01,-0.00,-32.89,-0.00,0.00,-0.08,,,,,,
1777118086.88,0.01,0.00,-35.47,-0.00,0.00,-0.26,0.01,-0.00,-0.28,0.96,-33.09,0.01,-0.00,-33.09,-0.00,0.00,-0.01,,,,,,
1777118086.97,0.01,0.00,-35.53,-0.00,0.00,-0.16,0.01,-0.00,-0.28,0.96,-33.03,0.01,-0.00,-33.03,-0.00,0.00,0.02,,,,,,
1777118087.07,0.01,-0.00,-35.09,-0.00,0.00,-0.07,0.01,-0.00,-0.28,0.96,-32.65,0.01,-0.00,-32.69,-0.00,0.00,0.09,,,,,,
1777118087.17,0.01,-0.00,-34.45,0.00,0.00,0.00,0.01,-0.00,-0.28,0.96,-31.99,0.01,-0.00,-31.98,0.00,0.00,0.17,,,,,,
1777118087.28,0.01,-0.00,-33.47,0.00,0.00,0.06,0.01,-0.00,-0.27,0.96,-30.95,0.01,-0.00,-30.95,0.00,0.00,0.22,,,,,,
1777118087.37,0.01,-0.00,-31.53,0.00,0.00,0.14,0.01,-0.00,-0.25,0.97,-29.12,0.01,-0.00,-29.14,0.00,0.00,0.38,,,,,,
1777118087.47,0.01,-0.00,-28.51,0.00,0.00,0.24,0.01,-0.00,-0.23,0.97,-26.18,0.01,-0.00,-26.15,0.00,0.00,0.62,,,,,,
1777118087.57,0.01,-0.00,-24.76,0.00,0.00,0.36,0.01,-0.00,-0.19,0.98,-22.33,0.01,-0.00,-22.29,0.00,0.00,0.74,,,,,,
1777118087.67,0.01,0.00,-20.77,-0.00,0.00,0.48,0.01,-0.00,-0.16,0.99,-18.43,0.01,-0.00,-18.28,-0.00,0.00,0.69,,,,,,
1777118087.77,0.00,0.00,-17.41,-0.01,0.00,0.56,0.01,-0.00,-0.13,0.99,-15.26,0.01,-0.00,-15.24,-0.01,0.00,0.50,,,,,,
1777118087.87,-0.00,0.00,-15.03,-0.02,0.00,0.58,0.01,-0.00,-0.11,0.99,-13.16,0.00,-0.00,-13.14,-0.02,0.00,0.30,,,,,,
1777118087.98,-0.00,0.00,-13.73,-0.02,0.00,0.52,0.01,-0.00,-0.10,0.99,-11.97,0.00,-0.00,-12.28,-0.02,0.00,0.20,,,,,,
1777118088.07,-0.00,0.00,-12.80,-0.02,0.00,0.42,0.01,-0.00,-0.10,1.00,-11.07,0.00,-0.00,-11.03,-0.02,0.00,0.18,,,,,,
1777118088.18,-0.00,0.00,-11.35,-0.02,0.00,0.33,0.01,-0.00,-0.08,1.00,-9.56,-0.00,0.00,-9.53,-0.02,0.00,0.34,,,,,,
1777118088.28,-0.00,0.00,-8.41,-0.01,0.00,0.31,0.01,-0.01,-0.06,1.00,-6.73,-0.00,0.00,-6.69,-0.01,0.00,0.64,,,,,,
1777118088.37,-0.00,0.00,-4.47,-0.01,0.00,0.37,0.01,-0.01,-0.03,1.00,-2.88,-0.00,0.00,-2.92,-0.01,0.00,0.73,,,,,,
1777118088.47,-0.00,0.00,-0.32,0.00,0.00,0.47,0.01,-0.01,0.01,1.00,1.25,-0.00,0.00,1.28,0.00,0.00,0.76,,,,,,
1777118088.57,0.00,0.00,3.60,0.01,0.00,0.57,0.01,-0.01,0.05,1.00,5.22,-0.00,0.00,5.25,0.01,0.00,0.66,,,,,,
1777118088.67,0.01,0.00,6.72,0.02,0.00,0.63,0.01,-0.01,0.07,1.00,8.25,-0.00,0.00,8.27,0.02,0.00,0.46,,,,,,
1777118088.77,0.01,0.00,9.30,0.03,0.00,0.62,0.01,-0.00,0.09,1.00,10.24,0.00,0.00,10.30,0.03,0.00,0.31,,,,,,
1777118088.88,0.01,0.00,10.66,0.03,0.00,0.53,0.01,-0.00,0.10,0.99,11.54,0.01,0.00,11.55,0.03,0.00,0.20,,,,,,
1777118088.97,0.01,0.00,11.53,0.03,0.00,0.41,0.01,0.00,0.11,0.99,12.42,0.01,0.00,12.42,0.03,0.00,0.14,,,,,,
1777118089.07,0.01,0.00,12.23,0.02,0.00,0.30,0.01,0.00,0.11,0.99,13.06,0.01,0.00,13.07,0.02,0.00,0.11,,,,,,
1777118089.17,0.01,0.00,12.66,0.02,0.00,0.21,0.02,0.00,0.12,0.99,13.54,0.01,0.00,13.52,0.02,0.00,0.07,,,,,,
1777118089.27,0.02,0.00,12.89,0.01,0.00,0.13,0.02,0.00,0.12,0.99,13.75,0.01,0.00,13.75,0.01,0.00,0.03,,,,,,
1777118089.38,0.02,0.00,12.95,0.01,0.00,0.08,0.02,0.00,0.12,0.99,13.82,0.01,0.00,13.82,0.01,0.00,0.00,,,,,,
1777118089.47,0.02,0.00,12.95,0.00,0.00,0.05,0.01,0.00,0.12,0.99,13.82,0.01,0.00,13.82,0.01,0.00,0.00,,,,,,
1777118089.58,0.02,0.00,12.95,0.00,0.00,0.03,0.01,0.00,0.12,0.99,13.82,0.01,0.00,13.82,0.00,0.00,0.01,,,,,,
1777118089.68,0.02,0.00,12.95,0.00,0.00,0.01,0.01,0.00,0.12,0.99,13.82,0.01,0.00,13.82,0.00,0.00,0.00,,,,,,
1777118089.78,0.02,0.00,12.95,-0.00,0.00,0.00,0.01,0.00,0.12,0.99,13.82,0.01,0.00,13.82,0.00,0.00,0.00,,,,,,
1777118089.88,0.02,0.00,12.95,0.00,0.00,0.00,0.01,0.00,0.12,0.99,13.82,0.01,0.00,13.82,-0.00,0.00,0.00,,,,,,
1777118089.97,0.02,0.00,12.95,0.00,0.00,0.00,0.01,0.00,0.12,0.99,13.82,0.01,0.00,13.82,-0.00,0.00,0.00,,,,,,
1777118090.07,0.02,0.00,12.95,0.00,0.00,0.00,0.01,0.00,0.12,0.99,13.82,0.01,0.00,13.82,-0.00,0.00,0.00,,,,,,
1777118090.17,0.02,0.00,12.95,0.00,0.00,0.00,0.01,0.00,0.12,0.99,13.82,0.01,0.00,13.82,-0.00,0.00,0.00,,,,,,
1777118090.27,0.02,0.00,12.95,0.00,0.00,0.00,0.01,0.00,0.12,0.99,13.82,0.01,0.00,13.82,-0.00,0.00,-0.00,,,,,,
1777118090.38,0.02,0.00,12.95,0.00,0.00,0.00,0.01,0.00,0.12,0.99,13.82,0.01,0.00,13.82,-0.00,0.00,0.00,,,,,,
1777118090.48,0.02,0.00,12.95,0.00,0.00,0.00,0.01,0.00,0.12,0.99,13.82,0.01,0.00,13.82,-0.00,0.00,-0.00,,,,,,
