timestamp_ms,left_encoder_rps,right_encoder_rps,left_cmd_rps,right_cmd_rps
60,1.7014,-1.9913,0.0000,0.0000
110,1.6327,-1.9150,0.0000,0.0000
160,1.5717,-1.8692,0.0000,0.0000
260,1.4038,-1.7090,0.0000,0.0000
360,1.2512,-1.5640,0.0000,0.0000
460,1.1139,-1.3962,0.0000,0.0000
560,0.9689,-1.2589,0.0000,0.0000
660,0.8163,-1.0986,0.0000,0.0000
710,0.7248,-1.0452,0.0000,0.0000
760,0.6485,-0.9766,0.0000,0.0000
810,0.5493,-0.8621,0.0000,0.0000
860,0.4883,-0.8163,0.0000,0.0000
960,0.3357,-0.6409,0.0000,0.0000
1060,0.1755,-0.5188,0.0000,0.0000
1160,0.0305,-0.3586,0.0000,0.0000
1260,0.0305,-0.1907,0.0000,0.0000
1360,0.0381,-0.1450,0.0000,0.0000
1460,0.0229,-0.1144,0.0000,0.0000
1560,0.0076,-0.0763,0.0000,0.0000
1660,0.0000,-0.0992,0.0000,0.0000
1760,0.0000,-0.0534,0.0000,0.0000
1860,0.0000,-0.0458,0.0000,0.0000
1960,0.0000,-0.0381,0.0000,0.0000
2060,0.0000,-0.0229,0.0000,0.0000
2160,0.0000,-0.0076,0.0000,0.0000
2260,0.0000,0.0000,0.0000,0.0000
2360,0.0000,0.0000,0.0000,0.0000
2460,0.0000,0.0000,0.0000,0.0000
2560,0.0000,0.0000,0.0000,0.0000
2660,0.0000,0.0000,0.0000,0.0000
2760,0.0000,0.0000,0.0000,0.0000
2860,0.0000,0.0000,0.0000,0.0000
2960,0.0000,0.0000,0.0000,0.0000
3060,0.0076,0.0000,0.0000,0.0000
3160,0.0000,-0.0076,0.0000,0.0000
3260,0.0000,-0.0076,0.0000,0.0000
3360,0.0000,-0.0076,0.0000,0.0000
3460,0.0000,-0.0153,0.0000,0.0000
3560,0.0000,-0.0229,0.0000,0.0000
3660,0.0000,-0.0076,0.0000,0.0000
3760,-0.0153,-0.0229,0.0000,0.0000
3860,0.0000,-0.0076,0.0000,0.0000
3960,0.0000,-0.0076,0.0000,0.0000
4059,0.0000,-0.0076,0.0000,0.0000
4160,0.0000,-0.0076,0.0000,0.0000
4260,0.0000,-0.0076,0.0000,0.0000
4360,0.0000,-0.0076,0.0000,0.0000
4411,0.0000,-0.0076,0.0000,0.0000
4460,0.0000,-0.0076,0.0000,0.0000
4560,0.0000,0.0000,0.0000,0.0000
4610,0.0000,0.0000,0.0000,0.0000
4660,0.0076,0.0000,0.0000,0.0000
4710,-0.0229,-0.0076,0.0000,0.0000
4760,0.0000,0.0000,0.0000,0.0000
4860,0.0000,-0.0076,0.0000,0.0000
4910,0.0000,0.0000,0.0000,0.0000
4960,0.0000,0.0000,0.0000,0.0000
5059,0.0076,0.0000,0.0000,0.0000
5160,0.0000,-0.0076,0.0000,0.0000
5210,0.0000,0.0000,0.0000,0.0000
