timestamp_ms,left_encoder_rps,right_encoder_rps,left_cmd_rps,right_cmd_rps
39,1.0071,1.0071,0.0000,0.0000
138,0.8663,0.9079,0.0000,0.0000
188,0.8163,0.8163,0.0000,0.0000
238,0.7477,0.7324,0.0000,0.0000
339,0.6027,0.5722,0.0000,0.0000
388,0.5112,0.5035,0.0000,0.0000
439,0.4883,0.4425,0.0000,0.0000
539,0.2518,0.3510,0.0000,0.0000
589,0.1984,0.3281,0.0000,0.0000
638,0.2136,0.2594,0.0000,0.0000
739,0.1297,0.2289,0.0000,0.0000
789,0.0839,0.2289,0.0000,0.0000
839,0.0763,0.1984,0.0000,0.0000
939,0.0610,0.1450,0.0000,0.0000
1039,0.0458,0.0916,0.0000,0.0000
1088,0.0534,0.1144,0.0000,0.0000
1138,0.0534,0.0992,0.0000,0.0000
1189,0.0534,0.0763,0.0000,0.0000
1239,0.0305,0.0763,0.0000,0.0000
1338,0.0076,0.0687,0.0000,0.0000
1389,0.0076,0.0610,0.0000,0.0000
1438,0.0076,0.0610,0.0000,0.0000
1489,0.0076,0.0381,0.0000,0.0000
1539,0.0000,0.0458,0.0000,0.0000
1589,0.0000,0.0610,0.0000,0.0000
1639,0.0000,0.0610,0.0000,0.0000
1689,0.0000,0.0381,0.0000,0.0000
1739,0.0000,0.0305,0.0000,0.0000
1789,0.0000,0.0153,0.0000,0.0000
1839,0.0000,0.0229,0.0000,0.0000
1889,0.0076,0.0076,0.0000,0.0000
1938,0.0000,0.0076,0.0000,0.0000
1989,0.0000,0.0076,0.0000,0.0000
2039,0.0000,0.0000,0.0000,0.0000
2088,0.0000,0.0076,0.0000,0.0000
2138,0.0000,0.0076,0.0000,0.0000
2239,0.0000,0.0000,0.0000,0.0000
2289,0.0000,0.0076,0.0000,0.0000
2339,0.0000,0.0000,0.0000,0.0000
2439,0.0000,0.0000,0.0000,0.0000
2539,0.0000,0.0000,0.0000,0.0000
2639,0.0000,0.0000,0.0000,0.0000
